,CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,industrypercent,candtotal
25,N00003028,Robert B. Aderholt,R,2012,Health Professionals,H01,34135,10500,23635,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00003028&cycle=2012,0.0815598515747,418527
26,N00003028,Robert B. Aderholt,R,2012,Building Materials & Equipment,C05,31000,17500,13500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00003028&cycle=2012,0.0740692954099,418527
27,N00003028,Robert B. Aderholt,R,2012,Sea Transport,M05,30500,1000,29500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00003028&cycle=2012,0.0728746293549,418527
28,N00003028,Robert B. Aderholt,R,2012,Pharmaceuticals/Health Products,H04,30000,30000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00003028&cycle=2012,0.0716799632999,418527
29,N00003028,Robert B. Aderholt,R,2012,Accountants,F11,29896,17000,12896,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00003028&cycle=2012,0.0714314727604,418527
30,N00007653,Daniel K. Akaka,D,2012,Building Trade Unions,P01,23500,23500,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.160112282997,146772
31,N00007653,Daniel K. Akaka,D,2012,Health Professionals,H01,21500,13500,8000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.14648570572,146772
32,N00007653,Daniel K. Akaka,D,2012,Real Estate,F10,15010,3010,12000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.102267462459,146772
33,N00007653,Daniel K. Akaka,D,2012,Business Services,N05,12100,0,12100,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0824407925217,146772
34,N00007653,Daniel K. Akaka,D,2012,Retired,W06,12000,0,12000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0817594636579,146772
35,N00007653,Daniel K. Akaka,D,2012,Transportation Unions,P03,12000,12000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0817594636579,146772
36,N00007653,Daniel K. Akaka,D,2012,Lawyers/Law Firms,K01,12000,1000,11000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0817594636579,146772
37,N00007653,Daniel K. Akaka,D,2012,Lobbyists,K02,11662,0,11662,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0794565720982,146772
38,N00007653,Daniel K. Akaka,D,2012,Commercial Banks,F03,9000,4000,5000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0613195977434,146772
39,N00007653,Daniel K. Akaka,D,2012,Sea Transport,M05,9000,0,9000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0613195977434,146772
40,N00007653,Daniel K. Akaka,D,2012,Computers/Internet,B12,9000,2000,7000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00007653&cycle=2012,0.0613195977434,146772
41,N00009677,Todd Akin,R,2012,Retired,W06,514872,0,514872,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.309647527496,1662768
42,N00009677,Todd Akin,R,2012,Leadership PACs,Q03,259535,125848,133687,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.156086116644,1662768
43,N00009677,Todd Akin,R,2012,Health Professionals,H01,223740,27000,196740,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.134558759851,1662768
44,N00009677,Todd Akin,R,2012,Republican/Conservative,Q01,162262,54026,108236,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.097585471936,1662768
45,N00009677,Todd Akin,R,2012,Misc Manufacturing & Distributing,N15,142749,5000,137749,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.0858502208366,1662768
46,N00009677,Todd Akin,R,2012,Securities & Investment,F07,86250,7000,79250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.0518713374325,1662768
47,N00009677,Todd Akin,R,2012,Automotive,M02,72240,11000,61240,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.043445628013,1662768
48,N00009677,Todd Akin,R,2012,Real Estate,F10,67770,1010,66760,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.0407573395687,1662768
49,N00009677,Todd Akin,R,2012,Education,W04,66970,0,66970,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.0402762141201,1662768
50,N00009677,Todd Akin,R,2012,Mining,E04,66380,15000,51380,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009677&cycle=2012,0.0399213841017,1662768
51,N00009888,Lamar Alexander,R,2012,Retired,W06,349966,0,349966,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.141219528927,2478170
52,N00009888,Lamar Alexander,R,2012,Real Estate,F10,345933,30500,315433,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.139592118378,2478170
53,N00009888,Lamar Alexander,R,2012,Lawyers/Law Firms,K01,342850,73750,269100,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.138348055218,2478170
54,N00009888,Lamar Alexander,R,2012,Leadership PACs,Q03,290550,290550,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.117243772623,2478170
55,N00009888,Lamar Alexander,R,2012,Securities & Investment,F07,268749,37000,231749,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.108446555321,2478170
56,N00009888,Lamar Alexander,R,2012,Misc Finance,F13,223522,9000,214522,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.0901963949204,2478170
57,N00009888,Lamar Alexander,R,2012,Health Professionals,H01,189750,60500,129250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.0765685969889,2478170
58,N00009888,Lamar Alexander,R,2012,Education,W04,161900,21900,140000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.0653304656258,2478170
59,N00009888,Lamar Alexander,R,2012,Pharmaceuticals/Health Products,H04,153700,134400,19300,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.0620215723699,2478170
60,N00009888,Lamar Alexander,R,2012,Oil & Gas,E01,151250,89500,61750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00009888&cycle=2012,0.0610329396288,2478170
61,N00025464,Rodney Alexander,R,2012,Oil & Gas,E01,71388,41000,30388,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.13235392271,539372
62,N00025464,Rodney Alexander,R,2012,Health Professionals,H01,69000,23000,46000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.127926551619,539372
63,N00025464,Rodney Alexander,R,2012,Crop Production & Basic Processing,A01,66950,32500,34450,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.124125835231,539372
64,N00025464,Rodney Alexander,R,2012,Lawyers/Law Firms,K01,63883,25750,38133,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.118439592712,539372
65,N00025464,Rodney Alexander,R,2012,Lobbyists,K02,54979,1979,53000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.101931505529,539372
66,N00025464,Rodney Alexander,R,2012,Commercial Banks,F03,46250,20500,25750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.0857478697448,539372
67,N00025464,Rodney Alexander,R,2012,General Contractors,C01,44650,16000,28650,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.0827814569536,539372
68,N00025464,Rodney Alexander,R,2012,Hospitals/Nursing Homes,H02,43766,16000,27766,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.0811425138865,539372
69,N00025464,Rodney Alexander,R,2012,Real Estate,F10,39606,8000,31606,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.0734298406295,539372
70,N00025464,Rodney Alexander,R,2012,Retired,W06,38900,0,38900,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2012,0.0721209109854,539372
71,N00027664,Jason Altmire,D,2012,Pharmaceuticals/Health Products,H04,115900,108500,7400,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.167939860432,690128
72,N00027664,Jason Altmire,D,2012,Hospitals/Nursing Homes,H02,90170,56500,33670,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.130656921615,690128
73,N00027664,Jason Altmire,D,2012,Mining,E04,75548,19998,55550,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.109469547678,690128
74,N00027664,Jason Altmire,D,2012,Insurance,F09,72749,59750,12999,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.105413778314,690128
75,N00027664,Jason Altmire,D,2012,Lobbyists,K02,66989,2500,64489,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.0970675005216,690128
76,N00027664,Jason Altmire,D,2012,Health Professionals,H01,64050,55250,8800,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.0928088702386,690128
77,N00027664,Jason Altmire,D,2012,Lawyers/Law Firms,K01,58183,26783,31400,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.0843075487446,690128
78,N00027664,Jason Altmire,D,2012,Oil & Gas,E01,50039,20739,29300,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.072506839311,690128
79,N00027664,Jason Altmire,D,2012,Railroads,M04,49000,42000,7000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.071001321494,690128
80,N00027664,Jason Altmire,D,2012,Electric Utilities,E08,47500,46500,1000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00027664&cycle=2012,0.0688278116523,690128
81,N00031938,Justin Amash,R,2012,Misc Manufacturing & Distributing,N15,87800,4000,83800,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.182526895691,481025
82,N00031938,Justin Amash,R,2012,Retired,W06,76300,0,76300,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.158619614365,481025
83,N00031938,Justin Amash,R,2012,Health Professionals,H01,71900,10000,61900,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.14947248064,481025
84,N00031938,Justin Amash,R,2012,Retail Sales,N03,44250,1000,43250,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.0919910607557,481025
85,N00031938,Justin Amash,R,2012,Lawyers/Law Firms,K01,42525,3000,39525,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.0884049685567,481025
86,N00031938,Justin Amash,R,2012,Misc Finance,F13,36300,0,36300,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.0754638532301,481025
87,N00031938,Justin Amash,R,2012,Leadership PACs,Q03,35000,35000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.0727612909932,481025
88,N00031938,Justin Amash,R,2012,Real Estate,F10,30550,9000,21550,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.0635102125669,481025
89,N00031938,Justin Amash,R,2012,Securities & Investment,F07,28400,3000,25400,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.0590405904059,481025
90,N00031938,Justin Amash,R,2012,Automotive,M02,28000,5000,23000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031938&cycle=2012,0.0582090327946,481025
91,N00031177,Mark Amodei,R,2012,Leadership PACs,Q03,104000,103000,1000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.177355459564,586393
92,N00031177,Mark Amodei,R,2012,Casinos/Gambling,N07,98629,44101,54528,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.168196073282,586393
93,N00031177,Mark Amodei,R,2012,Health Professionals,H01,73250,51500,21750,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.124916225125,586393
94,N00031177,Mark Amodei,R,2012,Lawyers/Law Firms,K01,66765,19750,47015,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.113857089017,586393
95,N00031177,Mark Amodei,R,2012,Retired,W06,52800,0,52800,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.0900420025478,586393
96,N00031177,Mark Amodei,R,2012,Mining,E04,45500,43000,2500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.0775930135592,586393
97,N00031177,Mark Amodei,R,2012,General Contractors,C01,41349,18500,22849,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.0705141432452,586393
98,N00031177,Mark Amodei,R,2012,Lobbyists,K02,37100,3000,34100,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.0632681495175,586393
99,N00031177,Mark Amodei,R,2012,Oil & Gas,E01,35000,33500,1500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.0596869335071,586393
100,N00031177,Mark Amodei,R,2012,Real Estate,F10,32000,23000,9000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2012,0.054570910635,586393
101,N00000826,Robert E. Andrews,D,2012,Lawyers/Law Firms,K01,142012,52000,90012,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.212095913018,669565
102,N00000826,Robert E. Andrews,D,2012,Education,W04,123001,35101,87900,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.183702851852,669565
103,N00000826,Robert E. Andrews,D,2012,Building Trade Unions,P01,61000,61000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.0911039256831,669565
104,N00000826,Robert E. Andrews,D,2012,Defense Aerospace,D01,58700,53500,5200,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.0876688596327,669565
105,N00000826,Robert E. Andrews,D,2012,Public Sector Unions,P04,58250,58250,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.0869967814925,669565
106,N00000826,Robert E. Andrews,D,2012,Pro-Israel,Q05,50275,21500,28775,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.0750860633396,669565
107,N00000826,Robert E. Andrews,D,2012,Health Professionals,H01,48500,34000,14500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.072435088453,669565
108,N00000826,Robert E. Andrews,D,2012,Lobbyists,K02,44886,6750,38136,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.067037554233,669565
109,N00000826,Robert E. Andrews,D,2012,Insurance,F09,43941,37441,6500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.0656261901384,669565
110,N00000826,Robert E. Andrews,D,2012,Industrial Unions,P02,39000,39000,0,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00000826&cycle=2012,0.058246772158,669565
111,N00029412,Steve Austria,R,2012,Defense Electronics,D02,27910,9000,18910,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.143029184923,195135
112,N00029412,Steve Austria,R,2012,Lawyers/Law Firms,K01,24250,6250,18000,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.124272939247,195135
113,N00029412,Steve Austria,R,2012,Food Processing & Sales,A09,22500,0,22500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.115304788992,195135
114,N00029412,Steve Austria,R,2012,Misc Business,N12,21050,0,21050,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.107874035924,195135
115,N00029412,Steve Austria,R,2012,Misc Defense,D03,19200,4000,15200,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.09839341994,195135
116,N00029412,Steve Austria,R,2012,Retired,W06,17625,0,17625,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.0903220847106,195135
117,N00029412,Steve Austria,R,2012,Computers/Internet,B12,17300,6000,11300,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.0886565710918,195135
118,N00029412,Steve Austria,R,2012,Electric Utilities,E08,17000,11500,5500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.0871191739052,195135
119,N00029412,Steve Austria,R,2012,Construction Services,C04,15000,2500,12500,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.0768698593282,195135
120,N00029412,Steve Austria,R,2012,Misc Manufacturing & Distributing,N15,13300,7500,5800,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00029412&cycle=2012,0.0681579419376,195135
121,N00030980,Kelly Ayotte,R,2012,Securities & Investment,F07,663728,28000,635728,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.244007151163,2720117
122,N00030980,Kelly Ayotte,R,2012,Retired,W06,375804,0,375804,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.138157292499,2720117
123,N00030980,Kelly Ayotte,R,2012,Lobbyists,K02,262580,2000,260580,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.096532612384,2720117
124,N00030980,Kelly Ayotte,R,2012,Insurance,F09,259866,154000,105866,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.0955348611843,2720117
125,N00030980,Kelly Ayotte,R,2012,Leadership PACs,Q03,254799,250650,4149,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.0936720736645,2720117
126,N00030980,Kelly Ayotte,R,2012,Lawyers/Law Firms,K01,234215,31500,202715,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.0861047521118,2720117
127,N00030980,Kelly Ayotte,R,2012,Real Estate,F10,195955,24810,171145,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.0720391806676,2720117
128,N00030980,Kelly Ayotte,R,2012,Misc Finance,F13,178317,25000,153317,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.0655549007635,2720117
129,N00030980,Kelly Ayotte,R,2012,Oil & Gas,E01,148368,84650,63718,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.0545447125988,2720117
130,N00030980,Kelly Ayotte,R,2012,Health Professionals,H01,146485,88000,58485,Center for Responsive Politics,03/25/2013,http://www.opensecrets.org/politicians/industries.php?cid=N00030980&cycle=2012,0.0538524629639,2720117
