State,CongressionalMembership,Candidate1,PartyAffiliation1,Votes1,VotePercent1,Candidate2,PartyAffiliation2,Votes2,VotePercent2,Candidate3,PartyAffiliation3,Votes3,VotePercent3,Candidate4,PartyAffiliation4,Votes4,VotePercent4,Candidate5,PartyAffiliation5,Votes5,VotePercent5,Candidate6,PartyAffiliation6,Votes6,VotePercent6,Candidate7,PartyAffiliation7,Votes7,VotePercent7,Candidate8,PartyAffiliation8,Votes8,VotePercent8,Candidate9,PartyAffiliation9,Votes9,VotePercent9,Candidate10,PartyAffiliation10,Votes10,VotePercent10,Candidate11,PartyAffiliation11,Votes11,VotePercent11,Candidate12,PartyAffiliation12,Votes12,VotePercent12
alabama,Senate,Jeff Sessions* ,RepublicanRep.,,,Uncontested
arizona,House District 6,David Schweikert*,RepublicanRep.,"129,527",64.9%,John Williamson,DemocratDem.,"70,171",35.1%
arizona,House District 7,Ruben Gallego,DemocratDem.,"54,222",75.0%,Joe Cobb,Other,"10,715",14.8%,Rebecca DeWitt,Other,"3,858",5.3%,Jose Penalosa,Other,"3,495",4.8%
arizona,House District 8,Trent Franks*,RepublicanRep.,"128,653",75.8%,Stephen Dolgos,Other,"41,048",24.2%
arizona,House District 9,Kyrsten Sinema*,DemocratDem.,"88,436",54.7%,Wendy Rogers,RepublicanRep.,"67,681",41.9%,Powell Gammill,Other,"5,595",3.5%
arkansas,Senate,Tom Cotton,RepublicanRep.,"476,309",56.5%,Mark Pryor*,DemocratDem.,"332,669",39.5%,Nathan LaFrance,Other,"17,103",2.0%,Mark Swaney,Other,"16,717",2.0%
arkansas,House District 1,Rick Crawford*,RepublicanRep.,"122,722",63.2%,Jackie McPherson,DemocratDem.,"62,902",32.4%,Brian Willhite,Other,"8,442",4.4%
arkansas,House District 2,French Hill,RepublicanRep.,"123,014",51.9%,Patrick Henry Hays,DemocratDem.,"103,379",43.6%,Debbie Standiford,Other,"10,581",4.5%
arkansas,House District 3,Steve Womack*,RepublicanRep.,"151,093",79.4%,Grant Brand,Other,"39,143",20.6%
arkansas,House District 4,Bruce Westerman,RepublicanRep.,"110,163",53.7%,James Lee Witt,DemocratDem.,"87,335",42.6%,Ken Hamilton,Other,"7,568",3.7%
california,House District 1,Doug LaMalfa*,RepublicanRep.,"110,258",61.9%,Heidi Hall,DemocratDem.,"67,938",38.1%
california,House District 2,Jared Huffman*,DemocratDem.,"117,397",73.9%,Dale Mensing,RepublicanRep.,"41,516",26.1%
california,House District 3,John Garamendi*,DemocratDem.,"68,303",52.2%,Dan Logue,RepublicanRep.,"62,494",47.8%
california,House District 4,Tom McClintock*,RepublicanRep.,"104,900",60.5%,Art Moore,RepublicanRep.,"68,601",39.5%
california,House District 5,Mike Thompson*,DemocratDem.,"97,446",75.8%,James Hinton,Other,"31,050",24.2%
california,House District 6,Doris Matsui*,DemocratDem.,"80,258",72.4%,Joseph McCray,RepublicanRep.,"30,607",27.6%
california,House District 7,Ami Bera*,DemocratDem.,"92,394",50.4%,Doug Ose,RepublicanRep.,"90,962",49.6%
california,House District 8,Paul Cook*,RepublicanRep.,"74,678",67.8%,Bob Conaway,DemocratDem.,"35,414",32.2%
california,House District 9,Jerry McNerney*,DemocratDem.,"46,762",52.2%,Tony Amador,RepublicanRep.,"42,783",47.8%
california,House District 10,Jeff Denham*,RepublicanRep.,"62,750",56.4%,Michael Eggman,DemocratDem.,"48,510",43.6%
california,House District 11,Mark DeSaulnier,DemocratDem.,"106,989",66.9%,Tue Phan,RepublicanRep.,"53,023",33.1%
california,House District 12,Nancy Pelosi*,DemocratDem.,"150,390",83.1%,John Dennis,RepublicanRep.,"30,485",16.9%
california,House District 13,Barbara Lee*,DemocratDem.,"166,182",88.4%,Dakin Sundeen,RepublicanRep.,"21,756",11.6%
california,House District 14,Jackie Speier*,DemocratDem.,"89,009",76.2%,Robin Chew,RepublicanRep.,"27,806",23.8%
california,House District 15,Eric Swalwell*,DemocratDem.,"98,511",69.8%,Hugh Bussell,RepublicanRep.,"42,556",30.2%
california,House District 16,Jim Costa*,DemocratDem.,"46,245",50.7%,Johnny Tacherra,RepublicanRep.,"44,926",49.3%
california,House District 17,Michael M. Honda*,DemocratDem.,"68,001",51.8%,Ro Khanna,DemocratDem.,"63,293",48.2%
california,House District 18,Anna G. Eshoo*,DemocratDem.,"119,532",67.4%,Richard Fox,RepublicanRep.,"57,895",32.6%
california,House District 19,Zoe Lofgren*,DemocratDem.,"82,965",67.5%,Robert Murray,DemocratDem.,"39,918",32.5%
california,House District 20,Sam Farr*,DemocratDem.,"77,305",74.3%,Ronald Kabat,Other,"26,682",25.7%
california,House District 21,David Valadao*,RepublicanRep.,"41,167",58.5%,Amanda Renteria,DemocratDem.,"29,244",41.5%
california,House District 22,Devin Nunes*,RepublicanRep.,"80,356",72.3%,Suzanna Aguilera-Marrero,DemocratDem.,"30,734",27.7%
california,House District 23,Kevin McCarthy*,RepublicanRep.,"94,308",75.4%,Raul Garcia,DemocratDem.,"30,834",24.6%
california,House District 24,Lois Capps*,DemocratDem.,"97,363",51.7%,Chris Mitchum,RepublicanRep.,"91,103",48.3%
california,House District 25,Steve Knight,RepublicanRep.,"53,952",53.4%,Tony Strickland,RepublicanRep.,"47,094",46.6%
california,House District 26,Julia Brownley*,DemocratDem.,"79,848",50.8%,Jeff Gorell,RepublicanRep.,"77,478",49.2%
california,House District 27,Judy Chu*,DemocratDem.,"67,884",58.9%,Jack Orswell,RepublicanRep.,"47,443",41.1%
california,House District 28,Adam B. Schiff*,DemocratDem.,"77,761",76.0%,Steve Stokes,Other,"24,513",24.0%
california,House District 29,Tony Cárdenas*,DemocratDem.,"41,419",74.2%,William Leader,RepublicanRep.,"14,418",25.8%
california,House District 30,Brad Sherman*,DemocratDem.,"71,736",65.0%,Mark Reed,RepublicanRep.,"38,626",35.0%
california,House District 31,Pete Aguilar,DemocratDem.,"48,960",51.4%,Paul Chabot,RepublicanRep.,"46,362",48.6%
california,House District 32,Grace F. Napolitano*,DemocratDem.,"44,504",59.3%,Arturo Alas,RepublicanRep.,"30,518",40.7%
california,House District 33,Ted Lieu,DemocratDem.,"93,544",58.6%,Elan Carr,RepublicanRep.,"65,981",41.4%
california,House District 34,Xavier Becerra*,DemocratDem.,"37,389",73.1%,Adrienne Edwards,DemocratDem.,"13,758",26.9%
california,House District 35,Norma Torres,DemocratDem.,"36,992",63.3%,Christina Gagnier,DemocratDem.,"21,471",36.7%
california,House District 36,Raul Ruiz*,DemocratDem.,"67,970",53.8%,Brian Nestande,RepublicanRep.,"58,445",46.2%
california,House District 37,Karen Bass*,DemocratDem.,"79,699",83.9%,Adam King,RepublicanRep.,"15,291",16.1%
california,House District 38,Linda T. Sánchez*,DemocratDem.,"51,862",58.7%,Benjamin Campos,RepublicanRep.,"36,448",41.3%
california,House District 39,Ed Royce*,RepublicanRep.,"86,748",68.8%,Peter Anderson,DemocratDem.,"39,300",31.2%
california,House District 40,Lucille Roybal-Allard*,DemocratDem.,"26,687",61.6%,David Sanchez,DemocratDem.,"16,664",38.4%
california,House District 41,Mark Takano*,DemocratDem.,"43,180",56.0%,Steve Adams,RepublicanRep.,"33,902",44.0%
california,House District 42,Ken Calvert*,RepublicanRep.,"70,602",65.9%,Tim Sheridan,DemocratDem.,"36,575",34.1%
california,House District 43,Maxine Waters*,DemocratDem.,"59,591",70.0%,John Wood,RepublicanRep.,"25,502",30.0%
california,House District 44,Janice Hahn*,DemocratDem.,"51,711",86.9%,Adam Shbeita,Other,"7,813",13.1%
california,House District 45,Mimi Walters,RepublicanRep.,"103,165",65.2%,Drew Leavens,DemocratDem.,"55,064",34.8%
california,House District 46,Loretta Sanchez*,DemocratDem.,"45,694",58.6%,Adam Nick,RepublicanRep.,"32,247",41.4%
california,House District 47,Alan Lowenthal*,DemocratDem.,"62,544",55.2%,Andy Whallon,RepublicanRep.,"50,707",44.8%
california,House District 48,Dana Rohrabacher*,RepublicanRep.,"108,004",64.2%,Suzanne Savary,DemocratDem.,"60,164",35.8%
california,House District 49,Darrell Issa*,RepublicanRep.,"94,365",60.2%,Dave Peiser,DemocratDem.,"62,313",39.8%
california,House District 50,Duncan Hunter*,RepublicanRep.,"107,835",71.4%,James Kimber,DemocratDem.,"43,299",28.6%
california,House District 51,Juan C. Vargas*,DemocratDem.,"51,644",68.8%,Stephen Meade,RepublicanRep.,"23,424",31.2%
california,House District 52,Scott Peters*,DemocratDem.,"98,332",51.6%,Carl DeMaio,RepublicanRep.,"92,408",48.4%
california,House District 53,Susan A. Davis*,DemocratDem.,"83,686",58.7%,Larry Wilske,RepublicanRep.,"58,880",41.3%
colorado,Senate,Cory Gardner,RepublicanRep.,"965,974",48.5%,Mark Udall*,DemocratDem.,"916,245",46.0%,Gaylon Kent,Other,"51,225",2.6%,Steve Shogan,Other,"28,604",1.4%,Raul Acosta,Other,"23,342",1.2%,Bill Hammons,Other,"6,217",0.3%
colorado,House District 1,Diana DeGette*,DemocratDem.,"174,756",65.7%,Martin Walsh,RepublicanRep.,"77,551",29.2%,Frank Atwood,Other,"8,770",3.3%,Danny Stroud,Other,"4,944",1.9%
colorado,House District 2,Jared Polis*,DemocratDem.,"191,733",56.5%,George Leing,RepublicanRep.,"147,779",43.5%
colorado,House District 3,Scott Tipton*,RepublicanRep.,"159,793",58.1%,Abel Tapia,DemocratDem.,"98,172",35.7%,Tisha Casida,Other,"10,929",4.0%,Travis Mero,Other,"6,286",2.3%
colorado,House District 4,Ken Buck,RepublicanRep.,"183,956",64.8%,Vic Meyers,DemocratDem.,"82,872",29.2%,Jess Loban,Other,"9,315",3.3%,Grant Doherty,Other,"7,943",2.8%
colorado,House District 5,Doug Lamborn*,RepublicanRep.,"156,749",59.8%,Irv Halter,DemocratDem.,"105,373",40.2%
colorado,House District 6,Mike Coffman*,RepublicanRep.,"141,221",52.0%,Andrew Romanoff,DemocratDem.,"116,621",42.9%,Norm Olsen,Other,"8,390",3.1%,Gary Swing,Other,"5,343",2.0%
colorado,House District 7,Ed Perlmutter*,DemocratDem.,"139,166",54.9%,Don Ytterberg,RepublicanRep.,"114,480",45.1%
connecticut,House District 1,John B. Larson*,DemocratDem.,"135,134",62.2%,Matthew Corey,RepublicanRep.,"78,469",36.1%,Jeffery Russell,Other,"3,641",1.7%
connecticut,House District 2,Joe Courtney*,DemocratDem.,"141,069",62.3%,Lori Hopkins-Cavanagh,RepublicanRep.,"80,692",35.6%,William Clyde,Other,"2,461",1.1%,Daniel Reale,Other,"2,394",1.1%
connecticut,House District 3,Rosa DeLauro*,DemocratDem.,"139,432",67.1%,James Brown,RepublicanRep.,"68,443",32.9%
connecticut,House District 4,Jim Himes*,DemocratDem.,"106,690",53.7%,Dan Debicella,RepublicanRep.,"92,080",46.3%
connecticut,House District 5,Elizabeth Esty*,DemocratDem.,"109,819",53.0%,Mark Greenberg,RepublicanRep.,"95,319",46.0%,John Pistone,Other,"2,032",1.0%
delaware,Senate,Chris Coons*,DemocratDem.,"130,645",55.8%,Kevin Wade,RepublicanRep.,"98,819",42.2%,Andrew Groff,Other,"4,560",1.9%
delaware,House District 1,John Carney*,DemocratDem.,"137,245",59.3%,Rose Izzo,RepublicanRep.,"85,142",36.8%,Bernard August,Other,"4,801",2.1%,Scott Gesty,Other,"4,419",1.9%
florida,House District 1,Jeff Miller*,RepublicanRep.,"164,897",70.2%,Jim Bryan,DemocratDem.,"54,892",23.4%,Mark Wichern,Other,"15,257",6.5%
florida,House District 2,Gwen Graham,DemocratDem.,"125,132",50.4%,Steve Southerland II*,RepublicanRep.,"122,939",49.6%
florida,House District 3,Ted Yoho*,RepublicanRep.,"148,483",65.0%,Marihelen Wheeler,DemocratDem.,"73,695",32.3%,Howard Lawson,Other,"6,187",2.7%
florida,House District 4,Ander Crenshaw*,RepublicanRep.,"177,565",78.3%,Paula Moser-Bartlett,Other,"35,549",15.7%,Gary Koniz,Other,"13,644",6.0%
florida,House District 5,Corrine Brown*,DemocratDem.,"112,092",65.5%,Glo Smith,RepublicanRep.,"59,152",34.5%
florida,House District 6,Ron DeSantis*,RepublicanRep.,"166,101",62.5%,David Cox,DemocratDem.,"99,463",37.5%
florida,House District 7,John L. Mica*,RepublicanRep.,"144,370",63.6%,Wes Neuman,DemocratDem.,"72,925",32.1%,Al Krulick,Other,"9,666",4.3%
florida,House District 8,Bill Posey*,RepublicanRep.,"180,541",65.9%,Gabriel Rothblatt,DemocratDem.,"93,588",34.1%
florida,House District 9,Alan Grayson*,DemocratDem.,"93,739",54.0%,Carol Platt,RepublicanRep.,"74,903",43.1%,Marko Milakovich,Other,"5,051",2.9%
florida,House District 10,Daniel Webster*,RepublicanRep.,"142,967",61.6%,Michael McKenna,DemocratDem.,"89,267",38.4%
florida,House District 11,Rich Nugent*,RepublicanRep.,"181,398",66.7%,Dave Koller,DemocratDem.,"90,706",33.3%
florida,House District 12,Gus Bilirakis* ,RepublicanRep.,,,Uncontested
florida,House District 13,David Jolly*,RepublicanRep.,"168,092",75.3%,Lucas Overby,Other,"55,273",24.7%
florida,House District 14,Kathy Castor* ,DemocratDem.,,,Uncontested
florida,House District 15,Dennis A. Ross*,RepublicanRep.,"128,533",60.3%,Alan Cohn,DemocratDem.,"84,620",39.7%
florida,House District 16,Vern Buchanan*,RepublicanRep.,"168,990",61.6%,Henry Lawrence,DemocratDem.,"105,357",38.4%
florida,House District 17,Tom Rooney*,RepublicanRep.,"141,310",63.2%,Will Bronson,DemocratDem.,"82,126",36.8%
florida,House District 18,Patrick Murphy*,DemocratDem.,"151,253",59.8%,Carl Domino,RepublicanRep.,"101,778",40.2%
florida,House District 19,Curt Clawson*,RepublicanRep.,"159,038",64.6%,April Freeman,DemocratDem.,"80,607",32.7%,Ray Netherwood,Other,"6,650",2.7%
florida,House District 20,Alcee L. Hastings*,DemocratDem.,"128,217",81.6%,Jay Bonner,RepublicanRep.,"28,900",18.4%
florida,House District 21,Ted Deutch* ,DemocratDem.,,,Uncontested
florida,House District 22,Lois Frankel*,DemocratDem.,"125,071",58.0%,Paul Spain,RepublicanRep.,"90,452",42.0%
florida,House District 23,Debbie Wasserman Schultz*,DemocratDem.,"103,034",62.6%,Joe Kaufman,RepublicanRep.,"61,428",37.4%
florida,House District 24,Frederica S. Wilson*,DemocratDem.,"129,065",86.2%,Dufirstson Neree,RepublicanRep.,"15,220",10.2%,Luis Fernandez,Other,"5,480",3.7%
florida,House District 25,Mario Diaz-Balart* ,RepublicanRep.,,,Uncontested
florida,House District 26,Carlos Curbelo,RepublicanRep.,"82,780",51.5%,Joe Garcia*,DemocratDem.,"77,958",48.5%
florida,House District 27,Ileana Ros-Lehtinen* ,RepublicanRep.,,,Uncontested
georgia,Senate,David A. Perdue,RepublicanRep.,"1,355,392",53.0%,Michelle Nunn,DemocratDem.,"1,154,388",45.1%,Amanda Swafford,Other,"48,930",1.9%
georgia,House District 1,Buddy Carter,RepublicanRep.,"93,882",61.2%,Brian Reese,DemocratDem.,"59,594",38.8%
georgia,House District 2,Sanford D. Bishop Jr.*,DemocratDem.,"96,215",59.1%,Gregory Duke,RepublicanRep.,"66,474",40.9%
georgia,House District 3,Lynn Westmoreland* ,RepublicanRep.,,,Uncontested
georgia,House District 4,Hank Johnson* ,DemocratDem.,,,Uncontested
georgia,House District 5,John Lewis* ,DemocratDem.,,,Uncontested
georgia,House District 6,Tom Price*,RepublicanRep.,"138,616",66.1%,Robert Montigel,DemocratDem.,"71,140",33.9%
georgia,House District 7,Rob Woodall*,RepublicanRep.,"113,260",65.5%,Thomas Wight,DemocratDem.,"59,740",34.5%
georgia,House District 8,Austin Scott* ,RepublicanRep.,,,Uncontested
georgia,House District 9,Doug Collins*,RepublicanRep.,"145,856",80.7%,David Vogel,DemocratDem.,"34,866",19.3%
georgia,House District 10,Jody Hice,RepublicanRep.,"130,572",66.5%,Ken Dious,DemocratDem.,"65,676",33.5%
georgia,House District 11,Barry Loudermilk ,RepublicanRep.,,,Uncontested
georgia,House District 12,Rick Allen,RepublicanRep.,"90,987",54.8%,John Barrow*,DemocratDem.,"75,123",45.2%
georgia,House District 13,David Scott* ,DemocratDem.,,,Uncontested
georgia,House District 14,Tom Graves* ,RepublicanRep.,,,Uncontested
hawaii,Senate,Brian Schatz*,DemocratDem.,"246,720",69.8%,Cam Cavasso,RepublicanRep.,"97,972",27.7%,Michael Kokoski,Other,"8,936",2.5%
hawaii,House District 1,Mark Takai,DemocratDem.,"93,331",51.9%,Charles Djou,RepublicanRep.,"86,409",48.1%
hawaii,House District 2,Tulsi Gabbard*,DemocratDem.,"141,978",78.7%,Kawika Crowley,RepublicanRep.,"33,621",18.6%,Joe Kent,Other,"4,691",2.6%
idaho,Senate,Jim Risch*,RepublicanRep.,"285,322",65.3%,Nels Mitchell,DemocratDem.,"151,697",34.7%
idaho,House District 1,Raúl R. Labrador*,RepublicanRep.,"143,558",65.0%,Shirley Ringo,DemocratDem.,"77,352",35.0%
idaho,House District 2,Mike Simpson*,RepublicanRep.,"131,465",61.4%,Richard Stallings,DemocratDem.,"82,728",38.6%
illinois,Senate,Richard J. Durbin*,DemocratDem.,"1,850,862",53.1%,Jim Oberweis,RepublicanRep.,"1,503,942",43.1%,Sharon Hansen,Other,"130,762",3.8%
illinois,House District 1,Bobby L. Rush*,DemocratDem.,"151,566",72.2%,Jimmy Lee Tillman,RepublicanRep.,"58,333",27.8%
illinois,House District 2,Robin Kelly*,DemocratDem.,"152,905",78.0%,Eric Wallace,RepublicanRep.,"43,039",22.0%
illinois,House District 3,Dan Lipinski*,DemocratDem.,"113,059",64.3%,Sharon Brannigan,RepublicanRep.,"62,664",35.7%
illinois,House District 4,Luis V. Gutiérrez*,DemocratDem.,"75,344",77.9%,Hector Concepcion,RepublicanRep.,"21,379",22.1%
illinois,House District 5,Mike Quigley*,DemocratDem.,"109,796",63.1%,Vince Kolber,RepublicanRep.,"53,580",30.8%,Nancy Wade,Other,"10,548",6.1%
illinois,House District 6,Peter Roskam*,RepublicanRep.,"153,410",67.2%,Michael Mason,DemocratDem.,"74,941",32.8%
illinois,House District 7,Danny K. Davis*,DemocratDem.,"145,749",85.0%,Robert Bumpers,RepublicanRep.,"25,753",15.0%
illinois,House District 8,Tammy Duckworth*,DemocratDem.,"79,651",55.4%,Larry Kaifesh,RepublicanRep.,"63,997",44.6%
illinois,House District 9,Jan Schakowsky*,DemocratDem.,"134,070",65.7%,Susanne Atanus,RepublicanRep.,"69,876",34.3%
illinois,House District 10,Robert Dold,RepublicanRep.,"93,984",51.6%,Brad Schneider*,DemocratDem.,"88,010",48.4%
illinois,House District 11,Bill Foster*,DemocratDem.,"87,790",53.2%,Darlene Senger,RepublicanRep.,"77,310",46.8%
illinois,House District 12,Mike Bost,RepublicanRep.,"106,435",52.7%,Bill Enyart*,DemocratDem.,"84,136",41.6%,Paula Bradshaw,Other,"11,474",5.7%
illinois,House District 13,Rodney Davis*,RepublicanRep.,"122,661",58.7%,Ann Callis,DemocratDem.,"86,126",41.3%
illinois,House District 14,Randy Hultgren*,RepublicanRep.,"143,354",65.6%,Dennis Anderson,DemocratDem.,"75,229",34.4%
illinois,House District 15,John Shimkus*,RepublicanRep.,"165,824",75.0%,Eric Thorsland,DemocratDem.,"55,314",25.0%
illinois,House District 16,Adam Kinzinger*,RepublicanRep.,"151,464",70.7%,Randall Olsen,DemocratDem.,"62,695",29.3%
illinois,House District 17,Cheri Bustos*,DemocratDem.,"108,229",55.2%,Bobby Schilling,RepublicanRep.,"88,004",44.8%
illinois,House District 18,Aaron Schock*,RepublicanRep.,"182,696",74.8%,Darrel Miller,DemocratDem.,"61,652",25.2%
indiana,House District 1,Peter J. Visclosky*,DemocratDem.,"86,572",60.8%,Mark Leyva,RepublicanRep.,"51,034",35.9%,Donna Dunn,Other,"4,715",3.3%
indiana,House District 2,Jackie Walorski*,RepublicanRep.,"85,119",58.9%,Joe Bock,DemocratDem.,"55,331",38.3%,Jeff Petermann,Other,"3,992",2.8%
indiana,House District 3,Marlin Stutzman*,RepublicanRep.,"102,565",69.2%,Justin Kuhnle,DemocratDem.,"39,629",26.7%,Scott Wise,Other,"6,113",4.1%
indiana,House District 4,Todd Rokita*,RepublicanRep.,"94,919",66.9%,John Dale,DemocratDem.,"47,025",33.1%
indiana,House District 5,Susan W. Brooks*,RepublicanRep.,"105,238",65.2%,Shawn Denney,DemocratDem.,"49,705",30.8%,John Krom,Other,"6,406",4.0%
indiana,House District 6,Luke Messer*,RepublicanRep.,"101,006",65.9%,Susan Heitzman,DemocratDem.,"45,062",29.4%,Eric Miller,Other,"7,316",4.8%
indiana,House District 7,André Carson*,DemocratDem.,"60,870",54.7%,Catherine Ping,RepublicanRep.,"46,588",41.8%,Chris Mayo,Other,"3,908",3.5%
indiana,House District 8,Larry Bucshon*,RepublicanRep.,"103,234",60.3%,Tom Spangler,DemocratDem.,"61,309",35.8%,Andrew Horning,Other,"6,580",3.8%
indiana,House District 9,Todd Young*,RepublicanRep.,"99,810",63.1%,Bill Bailey,DemocratDem.,"52,659",33.3%,Mike Frey,Other,"5,679",3.6%
iowa,Senate,Joni Ernst,RepublicanRep.,"586,921",52.2%,Bruce Braley,DemocratDem.,"491,708",43.7%,Rick Stewart,Other,"26,662",2.4%,Douglas Butzier,Other,"8,315",0.7%,Bob Quast,Other,"5,928",0.5%,Ruth Smith,Other,"4,711",0.4%
iowa,House District 1,Rod Blum,RepublicanRep.,"147,153",51.2%,Pat Murphy,DemocratDem.,"140,086",48.8%
iowa,House District 2,Dave Loebsack*,DemocratDem.,"142,566",52.5%,Mariannette Miller-Meeks,RepublicanRep.,"129,157",47.5%
iowa,House District 3,David Young,RepublicanRep.,"148,652",52.9%,Staci Appel,DemocratDem.,"118,938",42.3%,Edward Wright,Other,"9,038",3.2%,Bryan Holder,Other,"4,352",1.5%
iowa,House District 4,Steve King*,RepublicanRep.,"169,141",61.7%,Jim Mowrer,DemocratDem.,"104,873",38.3%
kansas,Senate,Pat Roberts*,RepublicanRep.,"449,974",53.3%,Greg Orman,Other,"358,898",42.5%,Randall Batson,Other,"36,002",4.3%
kansas,House District 1,Tim Huelskamp*,RepublicanRep.,"132,140",67.5%,James Sherow,DemocratDem.,"63,577",32.5%
kansas,House District 2,Lynn Jenkins*,RepublicanRep.,"126,627",57.2%,Margie Wakefield,DemocratDem.,"85,076",38.5%,Christopher Clemmons,Other,"9,524",4.3%
kansas,House District 3,Kevin Yoder*,RepublicanRep.,"132,501",60.2%,Kelly Kultala,DemocratDem.,"87,781",39.8%
kansas,House District 4,Mike Pompeo*,RepublicanRep.,"135,993",66.8%,Perry Schuckman,DemocratDem.,"67,643",33.2%
kentucky,Senate,Mitch McConnell*,RepublicanRep.,"806,795",56.2%,Alison Lundergan Grimes,DemocratDem.,"584,699",40.7%,David Patterson,Other,"44,240",3.1%
kentucky,House District 1,Edward Whitfield*,RepublicanRep.,"173,020",73.1%,Charles Hatchett,DemocratDem.,"63,595",26.9%
kentucky,House District 2,Brett Guthrie*,RepublicanRep.,"156,936",69.2%,Ron Leach,DemocratDem.,"69,898",30.8%
kentucky,House District 3,John Yarmuth*,DemocratDem.,"157,056",63.5%,Michael Macfarlane,RepublicanRep.,"87,981",35.6%,Gregory Puccetti,Other,"2,318",0.9%
kentucky,House District 4,Thomas Massie*,RepublicanRep.,"150,464",67.7%,Peter Newberry,DemocratDem.,"71,693",32.3%
kentucky,House District 5,Harold Rogers*,RepublicanRep.,"171,080",78.2%,Kenneth Stepp,DemocratDem.,"47,617",21.8%
kentucky,House District 6,Andy Barr*,RepublicanRep.,"147,404",60.0%,Elisabeth Jensen,DemocratDem.,"98,429",40.0%
louisiana,Senate,Mary Landrieu*,DemocratDem.,"618,840",42.1%,Bill Cassidy,RepublicanRep.,"602,439",41.0%,Rob Maness,RepublicanRep.,"202,413",13.8%,Thomas Clements,RepublicanRep.,"14,158",1.0%,Brannon McMorris,Other,"13,024",0.9%,Wayne Ables,DemocratDem.,"11,318",0.8%,William Waymire,DemocratDem.,"4,669",0.3%,Vallian Senegal,DemocratDem.,"3,831",0.3%
louisiana,House District 1,Steve Scalise*,RepublicanRep.,"188,455",77.5%,Vinny Mendoza,DemocratDem.,"24,685",10.2%,Lee Dugas,DemocratDem.,"21,205",8.7%,Jeff Sanford,Other,"8,688",3.6%
louisiana,House District 2,Cedric Richmond*,DemocratDem.,"152,103",68.7%,Gary Landrieu,DemocratDem.,"37,775",17.1%,David Brooks,Other,"16,321",7.4%,Samuel Davenport,Other,"15,227",6.9%
louisiana,House District 3,Charles Boustany*,RepublicanRep.,"185,835",78.7%,Russell Richard,Other,"28,330",12.0%,Bryan Barrilleaux,RepublicanRep.,"22,056",9.3%
louisiana,House District 4,John Fleming*,RepublicanRep.,"152,670",73.4%,Randall Lord,Other,"55,224",26.6%
