ID,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,CANDTOTAL,WINNER,RaceFundPerc
JESSEKELLY2010AZ8,2010,AZ,JESSE,KELLY,8,JESSE KELLY,R,809911,0,0.313927023
IANGILYEAT2010AZS,2010,AZ,IAN,GILYEAT,S,IAN GILYEAT,I,5750,0,0.001219345
LORENHANKS2010CA1,2010,CA,LOREN,HANKS,1,LOREN L HANKS,R,32902,0,0.026998684
MIKETHOMPSON2010CA1,2010,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,1185750,1,0.973001316
JOHNGARAMENDI2010CA10,2010,CA,JOHN,GARAMENDI,10,JOHN GARAMENDI,D,1130369,1,0.996342062
GARYCLIFT2010CA10,2010,CA,GARY,CLIFT,10,GARY W CLIFT,R,4150,0,0.003657938
DAVIDHARMER2010CA11,2010,CA,DAVID,HARMER,11,DAVID JEFFREY HARMER,R,1486112,0,0.449374491
JACKIESPEIER2010CA12,2010,CA,JACKIE,SPEIER,12,JACKIE SPEIER,D,709533,1,1
PETESTARK2010CA13,2010,CA,PETE,STARK,13,PETE STARK,D,472201,1,0.994000644
ANNAESHOO2010CA14,2010,CA,ANNA,ESHOO,14,ANNA ESHOO,D,1039263,1,1
MIKEHONDA2010CA15,2010,CA,MIKE,HONDA,15,MIKE HONDA,D,511632,1,0.932785657
SCOTTKIRKLAND2010CA15,2010,CA,SCOTT,KIRKLAND,15,SCOTT KIRKLAND,R,36867,0,0.067214343
ZOELOFGREN2010CA16,2010,CA,ZOE,LOFGREN,16,ZOE LOFGREN,D,583915,1,0.963134933
EDWARDGONZALEZ2010CA16,2010,CA,EDWARD,GONZALEZ,16,EDWARD M GONZALEZ,I,22350,0,0.036865067
JEFFTAYLOR2010CA17,2010,CA,JEFF,TAYLOR,17,JEFF TAYLOR,R,13450,0,0.028796787
SAMFARR2010CA17,2010,CA,SAM,FARR,17,SAM FARR,D,453616,1,0.971203213
DENNISCARDOZA2010CA18,2010,CA,DENNIS,CARDOZA,18,DENNIS CARDOZA,D,756160,1,0.911199721
MIKEBERRYHILL2010CA18,2010,CA,MIKE,BERRYHILL,18,MIKE BERRYHILL,R,73691,0,0.088800279
JEFFDENHAM2010CA19,2010,CA,JEFF,DENHAM,19,JEFF DENHAM,R,695672,1,0.999281787
WALLYHERGER2010CA2,2010,CA,WALLY,HERGER,2,WALLY HERGER,R,671671,1,0.964526246
JAMESREED2010CA2,2010,CA,JAMES,REED,2,JAMES E REED,D,24703,0,0.035473754
ANDYVIDAK2010CA20,2010,CA,ANDY,VIDAK,20,ANDY VIDAK,R,574635,0,0.346608946
JIMCOSTA2010CA20,2010,CA,JIM,COSTA,20,JIM COSTA,D,1083242,1,0.653391054
DEVINNUNES2010CA21,2010,CA,DEVIN,NUNES,21,DEVIN NUNES,R,867974,1,1
KEVINMCCARTHY2010CA22,2010,CA,KEVIN,MCCARTHY,22,KEVIN MCCARTHY,R,1208875,1,1
THOMASWATSON2010CA23,2010,CA,THOMAS,WATSON,23,THOMAS C WATSON,R,363846,0,0.375225463
LOISCAPPS2010CA23,2010,CA,LOIS,CAPPS,23,LOIS CAPPS,D,605827,1,0.624774537
TIMOTHYALLISON2010CA24,2010,CA,TIMOTHY,ALLISON,24,TIMOTHY JAMES ALLISON,D,104490,0,0.221517444
ELTONGALLEGLY2010CA24,2010,CA,ELTON,GALLEGLY,24,ELTON GALLEGLY,R,367211,1,0.778482556
BUCKMCKEON2010CA25,2010,CA,BUCK,MCKEON,25,BUCK MCKEON,R,588392,1,0.998472744
RUSSELLWARNER2010CA26,2010,CA,RUSSELL,WARNER,26,RUSSELL WARNER,D,162116,0,0.168417335
DAVIDDREIER2010CA26,2010,CA,DAVID,DREIER,26,DAVID DREIER,R,799319,1,0.830387966
BRADSHERMAN2010CA27,2010,CA,BRAD,SHERMAN,27,BRAD SHERMAN,D,1048584,1,0.939838147
MARKREED2010CA27,2010,CA,MARK,REED,27,MARK REED,R,67123,0,0.060161853
HOWARDBERMAN2010CA28,2010,CA,HOWARD,BERMAN,28,HOWARD L BERMAN,D,1285484,1,0.990484145
ERIKFROYD2010CA28,2010,CA,ERIK,FROYD,28,ERIK MERLIN FROYD,R,12350,0,0.009515855
ADAMSCHIFF2010CA29,2010,CA,ADAM,SCHIFF,29,ADAM SCHIFF,D,754909,1,0.799941719
JOHNCOLBERT2010CA29,2010,CA,JOHN,COLBERT,29,JOHN COLBERT,R,188796,0,0.200058281
AMIBERA2010CA3,2010,CA,AMI,BERA,3,AMI BERA,D,1317471,0,0.543256319
DANLUNGREN2010CA3,2010,CA,DAN,LUNGREN,3,DAN LUNGREN,R,1107666,1,0.456743681
ERICHMILLER2010CA30,2010,CA,ERICH,MILLER,30,ERICH D MILLER,I,650,0,0.000566982
CHARLESWILKERSON2010CA30,2010,CA,CHARLES,WILKERSON,30,CHARLES EDWARD WILKERSON,R,13324,0,0.011622257
HENRYWAXMAN2010CA30,2010,CA,HENRY,WAXMAN,30,HENRY WAXMAN,D,1132447,1,0.987810761
XAVIERBECERRA2010CA31,2010,CA,XAVIER,BECERRA,31,XAVIER BECERRA,D,1243799,1,0.993966511
STEPHENSMITH2010CA31,2010,CA,STEPHEN,SMITH,31,STEPHEN C SMITH,R,7550,0,0.006033489
JUDYCHU2010CA32,2010,CA,JUDY,CHU,32,JUDY CHU,D,1212905,1,1
KARENBASS2010CA33,2010,CA,KAREN,BASS,33,KAREN BASS,D,532800,1,0.996260284
LUCILLEROYBALALLARD2010CA34,2010,CA,LUCILLE,ROYBALALLARD,34,LUCILLE ROYBALALLARD,D,447628,1,1
MAXINEWATERS2010CA35,2010,CA,MAXINE,WATERS,35,MAXINE WATERS,D,219420,1,0.987666547
MATTIEFEIN2010CA36,2010,CA,MATTIE,FEIN,36,MATTIE FEIN,R,18400,0,0.022887195
JANEHARMAN2010CA36,2010,CA,JANE,HARMAN,36,JANE HARMAN,D,785543,1,0.977112805
STARPARKER2010CA37,2010,CA,STAR,PARKER,37,STAR PARKER,R,454763,0,0.536744242
LAURARICHARDSON2010CA37,2010,CA,LAURA,RICHARDSON,37,LAURA RICHARDSON,D,392499,1,0.463255758
GRACENAPOLITANO2010CA38,2010,CA,GRACE,NAPOLITANO,38,GRACE NAPOLITANO,D,257440,1,1
LARRYANDRE2010CA39,2010,CA,LARRY,ANDRE,39,LARRY ANDRE,R,6814,0,0.013155075
LINDASANCHEZ2010CA39,2010,CA,LINDA,SANCHEZ,39,LINDA SANCHEZ,D,511161,1,0.986844925
TOMMCCLINTOCK2010CA4,2010,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,555527,1,0.964381255
CLINTCURTIS2010CA4,2010,CA,CLINT,CURTIS,4,CLINT CURTIS,D,14130,0,0.024529334
EDROYCE2010CA40,2010,CA,ED,ROYCE,40,ED ROYCE,R,1137068,1,1
JERRYLEWIS2010CA41,2010,CA,JERRY,LEWIS,41,JERRY LEWIS,R,492800,1,0.974542837
GARYMILLER2010CA42,2010,CA,GARY,MILLER,42,GARY MILLER,R,432849,1,1
JOEBACA2010CA43,2010,CA,JOE,BACA,43,JOE BACA,D,443057,1,0.984993564
SCOTTFOLKENS2010CA43,2010,CA,SCOTT,FOLKENS,43,SCOTT FOLKENS,R,6750,0,0.015006436
KENCALVERT2010CA44,2010,CA,KEN,CALVERT,44,KEN CALVERT,R,1012614,1,0.791491158
BILLHEDRICK2010CA44,2010,CA,BILL,HEDRICK,44,BILL HEDRICK,D,266761,0,0.208508842
STEPHENPOUGNET2010CA45,2010,CA,STEPHEN,POUGNET,45,STEPHEN P POUGNET,D,1006061,0,0.429729223
MARYMACK2010CA45,2010,CA,MARY,MACK,45,MARY BONO MACK,R,1335090,1,0.570270777
DANAROHRABACHER2010CA46,2010,CA,DANA,ROHRABACHER,46,DANA ROHRABACHER,R,254108,1,0.98383556
KENNETHARNOLD2010CA46,2010,CA,KENNETH,ARNOLD,46,KENNETH ARNOLD,D,4175,0,0.01616444
VANTRAN2010CA47,2010,CA,VAN,TRAN,47,VAN TRAN,R,629873,0,0.335432606
LORETTASANCHEZ2010CA47,2010,CA,LORETTA,SANCHEZ,47,LORETTA SANCHEZ,D,1217026,1,0.648115101
CECILIAIGLESIAS2010CA47,2010,CA,CECILIA,IGLESIAS,47,CECILIA PATRICIA IGLESIAS,I,30894,0,0.016452293
JOHNCAMPBELL2010CA48,2010,CA,JOHN,CAMPBELL,48,JOHN CAMPBELL,R,848215,1,0.725162222
BETHKROM2010CA48,2010,CA,BETH,KROM,48,BETH KROM,D,321475,0,0.274837778
DARRELLISSA2010CA49,2010,CA,DARRELL,ISSA,49,DARRELL ISSA,R,724247,1,0.996104962
HOWARDKATZ2010CA49,2010,CA,HOWARD,KATZ,49,HOWARD LOUIS KATZ,D,2832,0,0.003895038
DORISMATSUI2010CA5,2010,CA,DORIS,MATSUI,5,DORIS O MATSUI,D,567819,1,0.993543409
PAULSMITH2010CA5,2010,CA,PAUL,SMITH,5,PAUL SMITH,R,3690,0,0.006456591
FRANCINEBUSBY2010CA50,2010,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,301336,0,0.286269085
BRIANBILBRAY2010CA50,2010,CA,BRIAN,BILBRAY,50,BRIAN P BILBRAY,R,751296,1,0.713730915
NICKPOPADITCH2010CA51,2010,CA,NICK,POPADITCH,51,NICK POPADITCH,R,150020,0,0.22360341
BOBFILNER2010CA51,2010,CA,BOB,FILNER,51,BOB FILNER,D,520900,1,0.77639659
DUNCANHUNTER2010CA52,2010,CA,DUNCAN,HUNTER,52,DUNCAN D HUNTER,R,351000,1,0.97826087
RAYMONDLUTZ2010CA52,2010,CA,RAYMOND,LUTZ,52,RAYMOND CLARK LUTZ,D,7800,0,0.02173913
SUSANDAVIS2010CA53,2010,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,344812,1,0.801959243
MICHAELCRIMMINS2010CA53,2010,CA,MICHAEL,CRIMMINS,53,MICHAEL CRIMMINS,R,85150,0,0.198040757
JIMJUDD2010CA6,2010,CA,JIM,JUDD,6,JIM JUDD,R,50632,0,0.086868649
LYNNWOOLSEY2010CA6,2010,CA,LYNN,WOOLSEY,6,LYNN WOOLSEY,D,532225,1,0.913131351
GEORGEMILLER2010CA7,2010,CA,GEORGE,MILLER,7,GEORGE MILLER,D,737397,1,0.938645387
RICKTUBBS2010CA7,2010,CA,RICK,TUBBS,7,RICK TUBBS,R,48200,0,0.061354613
JOHNDENNIS2010CA8,2010,CA,JOHN,DENNIS,8,JOHN DENNIS,R,397294,0,0.176801496
BARBARALEE2010CA9,2010,CA,BARBARA,LEE,9,BARBARA LEE,D,686082,1,1
MICHAELFALLON2010CO1,2010,CO,MICHAEL,FALLON,1,MICHAEL PETER FALLON,R,95100,0,0.138602058
DIANADEGETTE2010CO1,2010,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,591037,1,0.861397942
STEPHENBAILEY2010CO2,2010,CO,STEPHEN,BAILEY,2,STEPHEN BAILEY,R,31947,0,0.104725721
JAREDPOLIS2010CO2,2010,CO,JARED,POLIS,2,JARED POLIS,D,267765,1,0.877762626
CURTISHARRIS2010CO2,2010,CO,CURTIS,HARRIS,2,CURTIS LEE HARRIS,I,5342,0,0.017511654
SCOTTTIPTON2010CO3,2010,CO,SCOTT,TIPTON,3,SCOTT TIPTON,R,746263,1,0.400213122
JOHNSALAZAR2010CO3,2010,CO,JOHN,SALAZAR,3,JOHN SALAZAR,D,1118401,0,0.599786878
CORYGARDNER2010CO4,2010,CO,CORY,GARDNER,4,CORY GARDNER,R,1240696,1,0.408242397
DOUGLASLAMBORN2010CO5,2010,CO,DOUGLAS,LAMBORN,5,DOUGLAS L LAMBORN,R,184369,1,1
JOHNFLERLAGE2010CO6,2010,CO,JOHN,FLERLAGE,6,JOHN FLERLAGE,D,86370,0,0.157792044
ROBERTMCNEALY2010CO6,2010,CO,ROBERT,MCNEALY,6,ROBERT LEE MCNEALY,I,8230,0,0.015035643
MIKECOFFMAN2010CO6,2010,CO,MIKE,COFFMAN,6,MIKE COFFMAN,R,452766,1,0.827172312
EDWINPERLMUTTER2010CO7,2010,CO,EDWIN,PERLMUTTER,7,EDWIN G PERLMUTTER,D,1550044,1,0.599275245
RYANFRAZIER2010CO7,2010,CO,RYAN,FRAZIER,7,RYAN L FRAZIER,R,1036487,0,0.400724755
JOHNLARSON2010CT1,2010,CT,JOHN,LARSON,1,JOHN B LARSON,D,1501871,1,0.968967161
ANNBRICKLEY2010CT1,2010,CT,ANN,BRICKLEY,1,ANN BRICKLEY,R,45400,0,0.029290871
JANETPECKINPAUGH2010CT2,2010,CT,JANET,PECKINPAUGH,2,JANET PECKINPAUGH,R,121605,0,0.108860583
JOECOURTNEY2010CT2,2010,CT,JOE,COURTNEY,2,JOE COURTNEY,D,994566,1,0.890333739
ROSADELAURO2010CT3,2010,CT,ROSA,DELAURO,3,ROSA L DELAURO,D,886176,1,0.927083562
JERRYLABRIOLA2010CT3,2010,CT,JERRY,LABRIOLA,3,JERRY LABRIOLA,R,69699,0,0.072916438
DANDEBICELLA2010CT4,2010,CT,DAN,DEBICELLA,4,DAN DEBICELLA,R,1191169,0,0.341872524
SAMCALIGIURI2010CT5,2010,CT,SAM,CALIGIURI,5,SAM CALIGIURI,R,973227,0,0.344652876
WARRENMOSLER2010CTS,2010,CT,WARREN,MOSLER,S,WARREN MOSLER,I,36646,0,0.009707167
GLENURQUHART2010DE1,2010,DE,GLEN,URQUHART,1,GLEN URQUHART,R,217747,0,0.143339006
JOHNCARNEY2010DE1,2010,DE,JOHN,CARNEY,1,JOHN CARNEY,D,1298658,1,0.854883632
JEFFMILLER2010FL1,2010,FL,JEFF,MILLER,1,JEFF MILLER,R,173612,1,0.908872939
JOHNKRAUSE2010FL1,2010,FL,JOHN,KRAUSE,1,JOHN E KRAUSE,I,17407,0,0.091127061
CYOUNG2010FL10,2010,FL,C,YOUNG,10,C W BILL YOUNG,R,540842,1,0.702366667
CHARLIEJUSTICE2010FL10,2010,FL,CHARLIE,JUSTICE,10,CHARLIE JUSTICE,D,229186,0,0.297633333
KATHYCASTOR2010FL11,2010,FL,KATHY,CASTOR,11,KATHY CASTOR,D,513110,1,0.625908776
MIKEPRENDERGAST2010FL11,2010,FL,MIKE,PRENDERGAST,11,MIKE PRENDERGAST,R,306674,0,0.374091224
RANDYWILKINSON2010FL12,2010,FL,RANDY,WILKINSON,12,RANDY WILKINSON,I,15037,0,0.012713699
LORIEDWARDS2010FL12,2010,FL,LORI,EDWARDS,12,LORI EDWARDS,D,487517,0,0.412192874
DENNISROSS2010FL12,2010,FL,DENNIS,ROSS,12,DENNIS ROSS,R,680186,1,0.575093427
VERNONBUCHANAN2010FL13,2010,FL,VERNON,BUCHANAN,13,VERNON BUCHANAN,R,1315226,1,0.937386232
JAMESGOLDEN2010FL13,2010,FL,JAMES,GOLDEN,13,JAMES THEOPOLIS GOLDEN,D,87852,0,0.062613768
CONNIEMACK2010FL14,2010,FL,CONNIE,MACK,14,CONNIE MACK,R,615149,1,0.972769064
JAMESROACH2010FL14,2010,FL,JAMES,ROACH,14,JAMES LLOYD ROACH,D,17220,0,0.027230936
SHANNONROBERTS2010FL15,2010,FL,SHANNON,ROBERTS,15,SHANNON ROBERTS,D,1120,0,0.001945938
BILLPOSEY2010FL15,2010,FL,BILL,POSEY,15,BILL POSEY,R,574438,1,0.998054062
TOMROONEY2010FL16,2010,FL,TOM,ROONEY,16,TOM ROONEY,R,707511,1,0.997830897
FREDERICAWILSON2010FL17,2010,FL,FREDERICA,WILSON,17,FREDERICA WILSON,D,219802,1,0.8814999
RODERICKVEREEN2010FL17,2010,FL,RODERICK,VEREEN,17,RODERICK D VEREEN,I,29548,0,0.1185001
ILEANAROSLEHTINEN2010FL18,2010,FL,ILEANA,ROSLEHTINEN,18,ILEANA ROSLEHTINEN,R,951837,1,1
TEDDEUTCH2010FL19,2010,FL,TED,DEUTCH,19,TED DEUTCH,D,1377910,1,0.974800676
JOSEPHBUDD2010FL19,2010,FL,JOSEPH,BUDD,19,JOSEPH E BUDD,R,35620,0,0.025199324
ALLENBOYD2010FL2,2010,FL,ALLEN,BOYD,2,ALLEN BOYD,D,1621134,0,0.657073617
STEVESOUTHERLAND2010FL2,2010,FL,STEVE,SOUTHERLAND,2,STEVE SOUTHERLAND,R,818673,1,0.331822311
PAULMCKAIN2010FL2,2010,FL,PAUL,MCKAIN,2,PAUL C MCKAIN,I,26346,0,0.010678489
DIANNEBERRYHILL2010FL2,2010,FL,DIANNE,BERRYHILL,2,DIANNE JORDEN BERRYHILL,I,1050,0,0.000425583
DEBBIESCHULTZ2010FL20,2010,FL,DEBBIE,SCHULTZ,20,DEBBIE WASSERMAN SCHULTZ,D,1195872,1,0.923973418
KARENHARRINGTON2010FL20,2010,FL,KAREN,HARRINGTON,20,KAREN HARRINGTON,R,98399,0,0.076026582
BERNARDSANSARICQ2010FL23,2010,FL,BERNARD,SANSARICQ,23,BERNARD SANSARICQ,R,43622,0,0.075266665
ALCEEHASTINGS2010FL23,2010,FL,ALCEE,HASTINGS,23,ALCEE L HASTINGS,D,535944,1,0.924733335
SUZANNEKOSMAS2010FL24,2010,FL,SUZANNE,KOSMAS,24,SUZANNE KOSMAS,D,1493371,0,0.690683181
SANDYADAMS2010FL24,2010,FL,SANDY,ADAMS,24,SANDY ADAMS,R,668794,1,0.309316819
JOEGARCIA2010FL25,2010,FL,JOE,GARCIA,25,JOE GARCIA,D,1028159,0,0.487311711
DAVIDRIVERA2010FL25,2010,FL,DAVID,RIVERA,25,DAVID RIVERA,R,1080700,1,0.512214323
MICHAELYOST2010FL3,2010,FL,MICHAEL,YOST,3,MICHAEL F YOST,R,59555,0,0.071406561
CORRINEBROWN2010FL3,2010,FL,CORRINE,BROWN,3,CORRINE BROWN,D,774472,1,0.928593439
ANDERCRENSHAW2010FL4,2010,FL,ANDER,CRENSHAW,4,ANDER CRENSHAW,R,320008,1,0.990865685
TROYSTANLEY2010FL4,2010,FL,TROY,STANLEY,4,TROY STANLEY,I,2950,0,0.009134315
JAMESPICCILLO2010FL5,2010,FL,JAMES,PICCILLO,5,JAMES JOHN PICCILLO,D,116000,0,0.260610908
RICHARDNUGENT2010FL5,2010,FL,RICHARD,NUGENT,5,RICHARD NUGENT,R,329108,1,0.739389092
CLIFFSTEARNS2010FL6,2010,FL,CLIFF,STEARNS,6,CLIFF STEARNS,R,419565,1,1
JOHNMICA2010FL7,2010,FL,JOHN,MICA,7,JOHN L MICA,R,642038,1,0.80517943
HEATHERBEAVEN2010FL7,2010,FL,HEATHER,BEAVEN,7,HEATHER MAURINE BEAVEN,D,155347,0,0.19482057
PEGDUNMIRE2010FL8,2010,FL,PEG,DUNMIRE,8,PEG DUNMIRE,I,11900,0,0.005645394
ALANGRAYSON2010FL8,2010,FL,ALAN,GRAYSON,8,ALAN GRAYSON,D,1050352,0,0.498290015
DANIELWEBSTER2010FL8,2010,FL,DANIEL,WEBSTER,8,DANIEL WEBSTER,R,1045661,1,0.496064591
GUSBILIRAKIS2010FL9,2010,FL,GUS,BILIRAKIS,9,GUS BILIRAKIS,R,616495,1,0.998057294
BERNARDDECASTRO2010FLS,2010,FL,BERNARD,DECASTRO,S,BERNARD F DECASTRO,I,10050,0,0.000505012
ALEXANDERSNITKER2010FLS,2010,FL,ALEXANDER,SNITKER,S,ALEXANDER ANDREW SNITKER,I,7260,0,0.000364815
JACKKINGSTON2010GA1,2010,GA,JACK,KINGSTON,1,JACK KINGSTON,R,614475,1,1
PAULBROUN2010GA10,2010,GA,PAUL,BROUN,10,PAUL BROUN,R,713729,1,0.87819142
RUSSELLEDWARDS2010GA10,2010,GA,RUSSELL,EDWARDS,10,RUSSELL JAMES EDWARDS,D,98997,0,0.12180858
PHILGINGREY2010GA11,2010,GA,PHIL,GINGREY,11,PHIL GINGREY,R,835584,1,1
RAYMCKINNEY2010GA12,2010,GA,RAY,MCKINNEY,12,RAY MCKINNEY,R,71580,0,0.05787081
JOHNBARROW2010GA12,2010,GA,JOHN,BARROW,12,JOHN BARROW,D,1165313,1,0.94212919
DAVIDSCOTT2010GA13,2010,GA,DAVID,SCOTT,13,DAVID SCOTT,D,582446,1,0.92471855
MICHAELCRANE2010GA13,2010,GA,MICHAEL,CRANE,13,MICHAEL ROBERT CRANE,R,47417,0,0.07528145
MIKEKEOWN2010GA2,2010,GA,MIKE,KEOWN,2,MIKE KEOWN,R,562096,0,0.394658556
SANFORDBISHOP2010GA2,2010,GA,SANFORD,BISHOP,2,SANFORD BISHOP,D,862163,1,0.605341444
LYNNWESTMORELAND2010GA3,2010,GA,LYNN,WESTMORELAND,3,LYNN A WESTMORELAND,R,456535,1,0.985111181
FRANKSAUNDERS2010GA3,2010,GA,FRANK,SAUNDERS,3,FRANK SAUNDERS,D,6900,0,0.014888819
LIZCARTER2010GA4,2010,GA,LIZ,CARTER,4,LIZ CARTER,R,40784,0,0.09967885
HANKJOHNSON2010GA4,2010,GA,HANK,JOHNSON,4,HANK JOHNSON,D,368370,1,0.90032115
SAMUELLITTLE2010GA5,2010,GA,SAMUEL,LITTLE,5,SAMUEL FENN LITTLE JR,R,54300,0,0.073492689
JOHNLEWIS2010GA5,2010,GA,JOHN,LEWIS,5,JOHN LEWIS,D,684549,1,0.926507311
TOMPRICE2010GA6,2010,GA,TOM,PRICE,6,TOM PRICE,R,1176639,1,1
ROBWOODALL2010GA7,2010,GA,ROB,WOODALL,7,ROB WOODALL,R,276032,1,0.894372586
DOUGLASHECKMAN2010GA7,2010,GA,DOUGLAS,HECKMAN,7,DOUGLAS SCOTT HECKMAN,D,32600,0,0.105627414
AUSTINSCOTT2010GA8,2010,GA,AUSTIN,SCOTT,8,AUSTIN SCOTT,R,520148,1,0.36083351
JIMMARSHALL2010GA8,2010,GA,JIM,MARSHALL,8,JIM MARSHALL,D,921370,0,0.63916649
TOMGRAVES2010GA9,2010,GA,TOM,GRAVES,9,TOM GRAVES,R,758792,1,1
CHARLESDJOU2010HI1,2010,HI,CHARLES,DJOU,1,CHARLES DJOU,R,1408275,0,0.506976952
COLLEENHANABUSA2010HI1,2010,HI,COLLEEN,HANABUSA,1,COLLEEN HANABUSA,D,1369514,1,0.493023048
MAZIEHIRONO2010HI2,2010,HI,MAZIE,HIRONO,2,MAZIE K HIRONO,D,623128,1,0.999538029
CAMCAVASSO2010HIS,2010,HI,CAM,CAVASSO,S,CAM CAVASSO,R,61854,0,0.020816254
BENLANGE2010IA1,2010,IA,BEN,LANGE,1,BEN LANGE,R,246262,0,0.138899652
BRUCEBRALEY2010IA1,2010,IA,BRUCE,BRALEY,1,BRUCE BRALEY,D,1526687,1,0.861100348
MARIANNETTEMILLERMEEKS2010IA2,2010,IA,MARIANNETTE,MILLERMEEKS,2,MARIANNETTE MILLERMEEKS,R,303849,0,0.299313208
DAVIDLOEBSACK2010IA2,2010,IA,DAVID,LOEBSACK,2,DAVID LOEBSACK,D,711305,1,0.700686792
BRADZAUN2010IA3,2010,IA,BRAD,ZAUN,3,BRAD ZAUN,R,275435,0,0.228961723
LEONARDBOSWELL2010IA3,2010,IA,LEONARD,BOSWELL,3,LEONARD BOSWELL,D,927539,1,0.771038277
TOMLATHAM2010IA4,2010,IA,TOM,LATHAM,4,TOM LATHAM,R,747399,1,0.953559522
