KEY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,WINNER,rank 1,rank 2,rank 3,rank 4,rank 5,AMOUNT of 1,AMOUNT of 2,AMOUNT of 3,AMOUNT of 4,AMOUNT of 5
AZ|4|ED|PASTOR|2004,2004,AZ,ED,PASTOR,4,ED PASTOR,D,0.077427829,554271,1,77150,0.7012,W,Not for profit,Not publicly traded,Industrials,Consumer Discretionary,Consumer Staples,218450,138055,74400,42916,37500
AZ|5|J|HAYWORTH|2004,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,0.205830035,763426,1,159455,0.595,W,Financials,Not for profit,Consumer Discretionary,Not publicly traded,Industrials,182958,182040,157136,111182,47580
AZ|6|JEFF|FLAKE|2004,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,0.155922743,387692,1,202882,0.7938,W,Not publicly traded,Not for profit,Consumer Discretionary,Financials,Industrials,134660,64115,60450,54017,32200
AZ|7|RAUL|GRIJALVA|2004,2004,AZ,RAUL,GRIJALVA,7,RAUL M GRIJALVA,D,0.078310703,422803,1,108868,0.6206,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Consumer Staples,243213,103480,33110,13900,10500
AZ|8|EVA|BACAL|2004,2004,AZ,EVA,BACAL,8,EVA K BACAL,D,0.02596054,48150,0,109963,0.362,L,Not for profit,Not publicly traded,Financials,Industrials,Consumer Discretionary,22450,14450,6800,2000,1250
AZ|8|JIM|KOLBE|2004,2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,0.239042987,623231,1,183363,0.6036,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Industrials,161450,160695,148979,47150,39799
AZ|S|JOHN|MCCAIN|2004,2004,AZ,JOHN,MCCAIN,S,JOHN MCCAIN,R,0.165381002,1918074,1,1505372,0.7674,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Telecommunication Services,533651,493270,350940,317213,113650
AZ|S|STUART|STARKY|2004,2004,AZ,STUART,STARKY,S,STUART M STARKY,D,1,2000,0,404507,0.2062,L,Not for profit,NULL,NULL,NULL,NULL,2000,0,0,0,0
CA|1|LAWRENCE|WIESNER|2004,2004,CA,LAWRENCE,WIESNER,1,LAWRENCE R WIESNER,R,0.562043796,6850,0,79970,0.2826,L,Financials,Industrials,Not publicly traded,Not for profit,NULL,3850,1000,1000,1000,0
CA|1|MIKE|THOMPSON|2004,2004,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,0.078059168,589335,1,189366,0.6692,W,Consumer Staples,Not for profit,Not publicly traded,Financials,Consumer Discretionary,205708,158145,93145,50465,46003
CA|2|WALLY|HERGER|2004,2004,CA,WALLY,HERGER,2,WALLY HERGER,R,0.103140983,352915,1,182119,0.6685,W,Consumer Staples,Financials,Not publicly traded,Not for profit,Consumer Discretionary,92265,79750,48850,42450,36400
CA|3|DAN|LUNGREN|2004,2004,CA,DAN,LUNGREN,3,DAN LUNGREN,R,0.113736582,843616,0,177738,0.6191,W,Not publicly traded,Not for profit,Financials,Consumer Discretionary,Consumer Staples,308200,229088,137150,95950,73228
CA|3|GABRIEL|CASTILLO|2004,2004,CA,GABRIEL,CASTILLO,3,GABRIEL E CASTILLO,D,0.009928515,50360,0,100025,0.3484,L,Not for profit,Not publicly traded,Financials,Health Care,Consumer Staples,38660,5000,4000,1200,1000
CA|4|JOHN|DOOLITTLE|2004,2004,CA,JOHN,DOOLITTLE,4,JOHN T DOOLITTLE,R,0.136854396,461622,1,221926,0.6539,W,Not publicly traded,Not for profit,Consumer Discretionary,Consumer Staples,Financials,182988,65053,63175,45500,32750
CA|5|PAT|DRISCOLL|2004,2004,CA,PAT,DRISCOLL,5,PAT DRISCOLL,I,0.0506791,9866,0,6593,0.0341,L,Not for profit,Not publicly traded,Consumer Discretionary,NULL,NULL,7826,1540,500,0,0
CA|5|ROBERT|MATSUI|2004,2004,CA,ROBERT,MATSUI,5,ROBERT T MATSUI,D,0.045861617,904242,1,138004,0.7136,W,Not for profit,Not publicly traded,Financials,Consumer Staples,Consumer Discretionary,476600,157606,122850,48216,41470
CA|6|LYNN|WOOLSEY|2004,2004,CA,LYNN,WOOLSEY,6,LYNN WOOLSEY,D,0.051228278,374793,1,226423,0.7265,W,Not for profit,Not publicly traded,Consumer Discretionary,Consumer Staples,Financials,255008,43650,19200,18885,13750
CA|6|PAUL|ERICKSON|2004,2004,CA,PAUL,ERICKSON,6,PAUL L ERICKSON,R,0.666666667,750,0,85244,0.2735,L,Financials,Not publicly traded,NULL,NULL,NULL,500,250,0,0,0
CA|7|GEORGE|MILLER|2004,2004,CA,GEORGE,MILLER,7,GEORGE MILLER,D,0.014140043,495048,1,166831,0.7608,W,Not for profit,Not publicly traded,Financials,Health Care,Consumer Discretionary,389960,48730,35750,7250,7000
CA|8|NANCY|PELOSI|2004,2004,CA,NANCY,PELOSI,8,NANCY PELOSI,D,0.091771238,1194481,1,224017,0.8295,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Consumer Staples,542575,245800,240800,109619,55687
CA|9|BARBARA|LEE|2004,2004,CA,BARBARA,LEE,9,BARBARA LEE,D,0.078180243,452544,1,215630,0.8455,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Other,279465,104564,35380,24385,8750
CA|9|CLAUDIA|BERMUDEZ|2004,2004,CA,CLAUDIA,BERMUDEZ,9,CLAUDIA BERMUDEZ,R,0.177160226,57575,0,31278,0.1226,L,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Industrials,38300,10200,4200,2750,1225
CA|10|ELLEN|TAUSCHER|2004,2004,CA,ELLEN,TAUSCHER,10,ELLEN O TAUSCHER,D,0.093084051,481221,1,182750,0.6571,W,Not publicly traded,Not for profit,Financials,Industrials,Consumer Discretionary,128403,127650,79000,59375,44794
CA|10|JEFF|KETELSON|2004,2004,CA,JEFF,KETELSON,10,JEFF KETELSON,R,0.909090909,22000,0,95349,0.3429,L,Consumer Discretionary,Not for profit,NULL,NULL,NULL,20000,2000,0,0,0
CA|11|JERRY|MCNERNEY|2004,2004,CA,JERRY,MCNERNEY,11,JERRY MCNERNEY,D,0.087063774,55132,0,103587,0.3877,L,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,Financials,38982,5250,4800,3600,1250
CA|11|RICHARD|POMBO|2004,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,0.181848332,666352,1,163582,0.6123,W,Not publicly traded,Consumer Staples,Consumer Discretionary,Energy,Materials,178826,134727,121175,85045,58159
CA|12|PAT|GRAY|2004,2004,CA,PAT,GRAY,12,PAT GRAY,I,0.111992534,10715,0,23038,0.0912,L,Not for profit,Consumer Discretionary,Not publicly traded,Other,NULL,8273,1200,992,250,0
CA|12|TOM|LANTOS|2004,2004,CA,TOM,LANTOS,12,TOM LANTOS,D,0.170042551,1360236,1,171852,0.6803,W,Not publicly traded,Not for profit,Financials,Consumer Discretionary,Energy,451193,325735,254460,231298,33250
CA|13|GEORGE|BRUNO|2004,2004,CA,GEORGE,BRUNO,13,GEORGE I BRUNO,R,0.097888676,13025,0,48439,0.2399,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Materials,6900,2250,1275,1000,800
CA|13|PETE|STARK|2004,2004,CA,PETE,STARK,13,PETE STARK,D,0.009602766,312410,1,144605,0.7161,W,Not for profit,Not publicly traded,Financials,Health Care,Other,221160,38750,22000,20500,5000
CA|14|ANNA|ESHOO|2004,2004,CA,ANNA,ESHOO,14,ANNA ESHOO,D,0.170159301,721089,1,182712,0.6977,W,Not for profit,Health Care,Consumer Discretionary,Not publicly traded,Financials,201168,127732,122700,105739,82500
CA|14|CHRIS|HAUGEN|2004,2004,CA,CHRIS,HAUGEN,14,CHRIS HAUGEN,R,0.432595573,24850,0,69564,0.2656,L,Consumer Discretionary,Not for profit,Telecommunication Services,Not publicly traded,Materials,10750,6600,3900,2300,550
CA|15|MIKE|HONDA|2004,2004,CA,MIKE,HONDA,15,MIKE HONDA,D,0.110648104,332848,1,154385,0.7203,W,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,Financials,162969,51050,36829,28250,24500
CA|15|RAYMOND|CHUKWU|2004,2004,CA,RAYMOND,CHUKWU,15,RAYMOND LEMMY CHUKWU,R,0.19123506,37650,0,59953,0.2797,L,Industrials,Materials,Consumer Discretionary,Not for profit,Not publicly traded,10000,9000,7200,6200,4000
CA|16|ZOE|LOFGREN|2004,2004,CA,ZOE,LOFGREN,16,ZOE LOFGREN,D,0.250928668,376884,1,129222,0.7089,W,Not for profit,Consumer Discretionary,Not publicly traded,Health Care,Financials,115620,94571,82943,30500,18500
CA|17|MARK|RISLEY|2004,2004,CA,MARK,RISLEY,17,MARK RISLEY,R,0.0651341,39150,0,65117,0.2917,L,Not publicly traded,Not for profit,Consumer Staples,Financials,Consumer Discretionary,13300,10100,8000,2950,2550
CA|17|SAM|FARR|2004,2004,CA,SAM,FARR,17,SAM FARR,D,0.043735529,388700,1,148958,0.6673,W,Not for profit,Consumer Staples,Not publicly traded,Health Care,Utilities,188050,86550,45150,21700,20000
CA|18|DENNIS|CARDOZA|2004,2004,CA,DENNIS,CARDOZA,18,DENNIS CARDOZA,D,0.250728182,552403,1,103732,0.6749,W,Not for profit,Consumer Staples,Not publicly traded,Financials,Industrials,234709,138503,112691,29250,13500
CA|19|GEORGE|RADANOVICH|2004,2004,CA,GEORGE,RADANOVICH,19,GEORGE RADANOVICH,R,0.037218159,462140,1,155354,0.6603,W,Consumer Staples,Not publicly traded,Not for profit,Utilities,Energy,152520,110960,53110,27700,23000
CA|20|JIM|COSTA|2004,2004,CA,JIM,COSTA,20,JIM COSTA,D,0.29237332,1130151,0,61005,0.534,W,Not for profit,Consumer Staples,Not publicly traded,Financials,Industrials,433141,330426,260784,80800,25000
CA|20|ROY|ASHBURN|2004,2004,CA,ROY,ASHBURN,20,ROY ASHBURN,R,0.027488901,691952,0,53231,0.466,L,Not for profit,Not publicly traded,Consumer Staples,Financials,Materials,285449,160305,133365,48690,19576
CA|21|DEVIN|NUNES|2004,2004,CA,DEVIN,NUNES,21,DEVIN NUNES,R,0.039171586,612689,1,140721,0.7317,W,Consumer Staples,Not publicly traded,Financials,Not for profit,Consumer Discretionary,362339,89250,35000,26200,24000
CA|22|BILL|THOMAS|2004,2004,CA,BILL,THOMAS,22,BILL THOMAS,R,0.078957114,1279948,1,209384,1,W,Financials,Health Care,Not for profit,Not publicly traded,Consumer Discretionary,330828,263819,241900,130460,101061
CA|23|DONALD|REGAN|2004,2004,CA,DONALD,REGAN,23,DONALD ERNEST REGAN,R,0.022944551,13075,0,83926,0.3435,L,Not for profit,Telecommunication Services,Not publicly traded,Consumer Discretionary,NULL,9225,2000,1550,300,0
CA|23|LOIS|CAPPS|2004,2004,CA,LOIS,CAPPS,23,LOIS CAPPS,D,0.102254616,638113,1,153980,0.6303,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Health Care,368513,91100,65250,55400,26250
CA|24|BRETT|WAGNER|2004,2004,CA,BRETT,WAGNER,24,BRETT WAGNER,D,0.181811642,69506,0,96397,0.339,L,Not for profit,Consumer Discretionary,Not publicly traded,Health Care,Industrials,47069,12637,6950,2000,450
CA|24|ELTON|GALLEGLY|2004,2004,CA,ELTON,GALLEGLY,24,ELTON GALLEGLY,R,0.082267642,312395,1,178660,0.6282,W,Not publicly traded,Health Care,Not for profit,Industrials,Consumer Discretionary,102928,48010,46990,27250,25700
CA|25|BUCK|MCKEON|2004,2004,CA,BUCK,MCKEON,25,BUCK MCKEON,R,0.12185008,470250,1,145575,0.6442,W,Industrials,Not publicly traded,Not for profit,Financials,Consumer Discretionary,115600,111250,96300,89800,57300
CA|25|FRED|WILLOUGHBY|2004,2004,CA,FRED,WILLOUGHBY,25,FRED TIMOTHY WILLOUGHBY,D,0.175438596,5700,0,80395,0.3558,L,Not for profit,Consumer Staples,Consumer Discretionary,NULL,NULL,3500,1200,1000,0,0
CA|26|CYNTHIA|MATTHEWS|2004,2004,CA,CYNTHIA,MATTHEWS,26,CYNTHIA MATTHEWS,D,0.392935982,22650,0,107522,0.428,L,Consumer Discretionary,Not for profit,Health Care,Not publicly traded,Industrials,8900,8150,2000,2000,1600
CA|26|DAVID|DREIER|2004,2004,CA,DAVID,DREIER,26,DAVID DREIER,R,0.250190288,656900,1,134596,0.5358,W,Consumer Discretionary,Financials,Not publicly traded,Not for profit,Health Care,164350,157000,134400,86400,56000
CA|27|BRAD|SHERMAN|2004,2004,CA,BRAD,SHERMAN,27,BRAD SHERMAN,D,0.11294787,506871,1,125296,0.6227,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,200900,142771,87950,57250,18000
CA|27|ROBERT|LEVY|2004,2004,CA,ROBERT,LEVY,27,ROBERT M LEVY,R,1,500,0,66946,0.3327,L,Not for profit,NULL,NULL,NULL,NULL,500,0,0,0,0
CA|28|DAVID|HERNANDEZ|2004,2004,CA,DAVID,HERNANDEZ,28,DAVID R HERNANDEZ,R,0.12345679,8100,0,37868,0.233,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,NULL,4700,1900,1000,500,0
CA|28|HOWARD|BERMAN|2004,2004,CA,HOWARD,BERMAN,28,HOWARD L BERMAN,D,0.378612984,541450,1,115303,0.7095,W,Consumer Discretionary,Not publicly traded,Not for profit,Financials,Utilities,205000,145200,113000,60250,9000
CA|29|ADAM|SCHIFF|2004,2004,CA,ADAM,SCHIFF,29,ADAM SCHIFF,D,0.16412503,792993,1,133670,0.6463,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Industrials,360918,217875,130150,31200,26000
CA|29|HARRY|SCOLINOS|2004,2004,CA,HARRY,SCOLINOS,29,HARRY SCOLINOS,R,0.038477982,140340,0,62871,0.304,L,Not publicly traded,Not for profit,Consumer Staples,Materials,Financials,47998,33850,16755,14562,12000
CA|30|HENRY|WAXMAN|2004,2004,CA,HENRY,WAXMAN,30,HENRY WAXMAN,D,0.160392917,471143,1,216682,0.7124,W,Not for profit,Consumer Discretionary,Not publicly traded,Health Care,Telecommunication Services,241775,75568,68300,56000,14500
CA|30|VICTOR|ELIZALDE|2004,2004,CA,VICTOR,ELIZALDE,30,VICTOR DAVID ELIZALDE,R,0.071463654,40720,0,87465,0.2876,L,Not for profit,Not publicly traded,Financials,Industrials,Consumer Discretionary,15950,9250,4000,3350,2910
CA|31|XAVIER|BECERRA|2004,2004,CA,XAVIER,BECERRA,31,XAVIER BECERRA,D,0.11161867,533271,1,89363,0.8021,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Health Care,213598,98550,85600,59523,28000
CA|32|HILDA|SOLIS|2004,2004,CA,HILDA,SOLIS,32,HILDA L SOLIS,D,0.097660757,398676,1,119144,0.8501,W,Not for profit,Not publicly traded,Consumer Discretionary,Utilities,Health Care,258135,71256,38935,16250,7100
CA|33|DIANE|WATSON|2004,2004,CA,DIANE,WATSON,33,DIANE E WATSON,D,0.04442752,196950,1,166801,0.8858,W,Not for profit,Not publicly traded,Consumer Discretionary,Industrials,Financials,138700,29000,8750,8500,4000
CA|34|LUCILLE|ROYBALALLARD|2004,2004,CA,LUCILLE,ROYBALALLARD,34,LUCILLE ROYBALALLARD,D,0.056652339,405985,1,82282,0.7449,W,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,184650,119535,26000,23000,19000
CA|35|MAXINE|WATERS|2004,2004,CA,MAXINE,WATERS,35,MAXINE WATERS,D,0.13246694,219300,1,125949,0.8053,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Consumer Staples,93900,74350,29050,13000,6000
CA|35|ROSS|MOEN|2004,2004,CA,ROSS,MOEN,35,ROSS MOEN,R,1,1000,0,23591,0.1508,L,Not for profit,NULL,NULL,NULL,NULL,1000,0,0,0,0
CA|36|JANE|HARMAN|2004,2004,CA,JANE,HARMAN,36,JANE HARMAN,D,0.217546042,718749,1,151208,0.6196,W,Not publicly traded,Consumer Discretionary,Industrials,Not for profit,Financials,193200,156361,137800,117388,95500
CA|36|PAUL|WHITEHEAD|2004,2004,CA,PAUL,WHITEHEAD,36,PAUL WHITEHEAD,R,0.071736011,3485,0,81666,0.3346,L,Not for profit,Not publicly traded,Industrials,NULL,NULL,2875,360,250,0,0
CA|37|JUANITA|MILLENDERMCDONALD|2004,2004,CA,JUANITA,MILLENDERMCDONALD,37,JUANITA MILLENDERMCDONALD,D,0.030569354,287870,1,118823,0.7505,W,Not for profit,Not publicly traded,Industrials,Health Care,Consumer Discretionary,160240,51330,38000,9500,8800
CA|37|VERNON|VAN|2004,2004,CA,VERNON,VAN,37,VERNON VAN,R,1,500,0,31960,0.2019,L,Not for profit,NULL,NULL,NULL,NULL,500,0,0,0,0
CA|38|GRACE|NAPOLITANO|2004,2004,CA,GRACE,NAPOLITANO,38,GRACE NAPOLITANO,D,0.171930771,237299,1,116851,1,W,Not for profit,Not publicly traded,Consumer Discretionary,Consumer Staples,Financials,129100,46950,40799,6000,5300
CA|39|LINDA|SANCHEZ|2004,2004,CA,LINDA,SANCHEZ,39,LINDA SANCHEZ,D,0.09649114,497455,1,100132,0.607,W,Not for profit,Not publicly traded,Consumer Discretionary,Consumer Staples,Health Care,284687,129768,48000,14000,12000
CA|39|TIM|ESCOBAR|2004,2004,CA,TIM,ESCOBAR,39,TIM ESCOBAR,R,0.120662907,284263,0,64832,0.393,L,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Industrials,179884,34300,30650,15550,7150
CA|40|ED|ROYCE|2004,2004,CA,ED,ROYCE,40,ED ROYCE,R,0.089082621,756601,1,147617,0.6793,W,Financials,Not for profit,Not publicly traded,Consumer Discretionary,Health Care,277171,183550,158980,67400,30300
CA|41|JERRY|LEWIS|2004,2004,CA,JERRY,LEWIS,41,JERRY LEWIS,R,0.180781709,945339,1,181605,0.8295,W,Not publicly traded,Industrials,Consumer Discretionary,Not for profit,Information Technology,291590,265349,170900,38250,37500
CA|42|GARY|MILLER|2004,2004,CA,GARY,MILLER,42,GARY MILLER,R,0.040774679,502763,1,167632,0.6814,W,Not publicly traded,Not for profit,Industrials,Financials,Materials,185997,108478,57750,48538,23000
CA|43|EDWARD|LANING|2004,2004,CA,EDWARD,LANING,43,EDWARD M LANING,R,0.058599473,17065,0,44004,0.3363,L,Not for profit,Materials,Not publicly traded,Financials,Industrials,6665,4250,4150,1000,1000
CA|43|JOE|BACA|2004,2004,CA,JOE,BACA,43,JOE BACA,D,0.165065175,352588,1,86830,0.6637,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Telecommunication Services,144100,71138,58200,31900,20000
CA|44|KEN|CALVERT|2004,2004,CA,KEN,CALVERT,44,KEN CALVERT,R,0.097831024,407335,1,138768,0.6164,W,Not publicly traded,Industrials,Consumer Discretionary,Consumer Staples,Not for profit,126605,109485,39850,35465,29850
CA|44|LOUIS|VANDENBERG|2004,2004,CA,LOUIS,VANDENBERG,44,LOUIS VANDENBERG,D,1,1000,0,78796,0.35,L,Not for profit,NULL,NULL,NULL,NULL,1000,0,0,0,0
CA|45|MARY|MACK|2004,2004,CA,MARY,MACK,45,MARY BONO MACK,R,0.202754775,356835,1,153523,0.6661,W,Not for profit,Consumer Discretionary,Not publicly traded,Telecommunication Services,Consumer Staples,79400,72350,49900,42500,42350
CA|45|RICHARD|MEYER|2004,2004,CA,RICHARD,MEYER,45,RICHARD JOHN MEYER,D,0.034013605,14700,0,76967,0.3339,L,Health Care,Not publicly traded,Not for profit,Information Technology,Consumer Staples,6000,4950,2250,1000,500
