KEY,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,YEAR,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
CA|8|Nancy|Pelosi|2004,CA,8,H8CA05035,TRUE,Nancy,Pelosi,D,2004,94564,1,nan,nan,224017,0.8295
CA|8|Jennifer|DePalma|2004,CA,8,H4CA08079,FALSE,Jennifer,DePalma,R,2004,8814,1,nan,nan,31074,0.1151
CA|8|Leilani|Dowell|2004,CA,8,H4CA08087,FALSE,Leilani,Dowell,PFP,2004,266,1,nan,nan,9527,0.0353
CA|8|Terry|Baum|2004,CA,8,,FALSE,Terry,Baum,W(GRN),2004,1414,1,nan,nan,5446,0.0202
CA|9|Barbara|Lee|2004,CA,9,H8CA09060,TRUE,Barbara,Lee,D,2004,105211,1,nan,nan,215630,0.8455
CA|9|Claudia|Bermudez|2004,CA,9,H4CA09051,FALSE,Claudia,Bermudez,R,2004,11813,1,nan,nan,31278,0.1226
CA|9|Jim|Eyer|2004,CA,9,H2CA09097,FALSE,Jim,Eyer,LBT,2004,410,1,nan,nan,8131,0.0319
CA|10|Ellen O.|Tauscher|2004,CA,10,H6CA10088,TRUE,Ellen O.,Tauscher,D,2004,75997,1,nan,nan,182750,0.6571
CA|10|Jeff|Ketelson|2004,CA,10,H4CA10067,FALSE,Jeff,Ketelson,R,2004,45615,1,nan,nan,95349,0.3429
CA|11|Richard |Pombo|2004,CA,11,H2CA11051,TRUE,Richard ,Pombo,R,2004,65046,1,nan,nan,163582,0.6123
CA|11|Gerald (Jerry) M.|McNerney|2004,CA,11,H4CA11081,FALSE,Gerald (Jerry) M.,McNerney,W(D)/D,2004,1667,1,nan,nan,103587,0.3877
CA|12|Tom |Lantos|2004,CA,12,H0CA11022,TRUE,Tom ,Lantos,D,2004,63323,0.7353,nan,nan,171852,0.6803
CA|12|Ro|Khanna|2004,CA,12,H4CA12055,FALSE,Ro,Khanna,D,2004,17107,0.1987,nan,nan,nan,nan
CA|12|Maad|Abu-Ghazalah|2004,CA,12,H2CA12158,FALSE,Maad,Abu-Ghazalah,D,2004,5678,0.0659,nan,nan,nan,nan
CA|12|Norma Bureau|Elias|2004,CA,12,,FALSE,Norma Bureau,Elias,W(D),2004,5,0.0001,nan,nan,nan,nan
CA|12|Mike|Garza|2004,CA,12,H4CA05075,FALSE,Mike,Garza,R,2004,13967,0.5547,nan,nan,52593,0.2082
CA|12|Christopher|Huskins|2004,CA,12,H4CA12063,FALSE,Christopher,Huskins,R,2004,11214,0.4453,nan,nan,nan,nan
CA|12|Pat|Gray|2004,CA,12,H4CA12071,FALSE,Pat,Gray,GRN,2004,1072,0.6907,nan,nan,23038,0.0912
CA|12|Barry |Hermanson|2004,CA,12,H4CA12089,FALSE,Barry ,Hermanson,GRN,2004,480,0.3093,nan,nan,nan,nan
CA|12|Harland|Harrison|2004,CA,12,H4CA12097,FALSE,Harland,Harrison,LBT,2004,390,1,nan,nan,5116,0.0203
CA|13|Fortney Pete|Stark|2004,CA,13,H6CA09023,TRUE,Fortney Pete,Stark,D,2004,59726,1,nan,nan,144605,0.7161
CA|13|George I.|Bruno|2004,CA,13,H4CA13079,FALSE,George I.,Bruno,R,2004,19606,1,nan,nan,48439,0.2399
CA|13|Mark W.|Stroberg|2004,CA,13,H2CA13073,FALSE,Mark W.,Stroberg,LBT,2004,389,1,nan,nan,8877,0.044
CA|14|Anna G.|Eshoo|2004,CA,14,H8CA12098,TRUE,Anna G.,Eshoo,D,2004,81911,1,nan,nan,182712,0.6977
CA|14|Chris|Haugen|2004,CA,14,H8CA14128,FALSE,Chris,Haugen,R,2004,33732,1,nan,nan,69564,0.2656
CA|14|Brian|Holtz|2004,CA,14,H4CA14085,FALSE,Brian,Holtz,LBT,2004,873,1,nan,nan,9588,0.0366
CA|14|Dennis|Mitrzyk|2004,CA,14,,FALSE,Dennis,Mitrzyk,W,2004,nan,nan,nan,nan,24,0.0001
CA|15|Mike|Honda|2004,CA,15,H0CA15148,TRUE,Mike,Honda,D,2004,58531,1,nan,nan,154385,0.7203
CA|15|Raymond L.|Chukwu|2004,CA,15,H4CA15058,FALSE,Raymond L.,Chukwu,R,2004,26813,0.9947,nan,nan,59953,0.2797
CA|15|Peter Sundin|Soule|2004,CA,15,,FALSE,Peter Sundin,Soule,W(R),2004,143,0.0053,nan,nan,nan,nan
CA|16|Zoe|Lofgren|2004,CA,16,H4CA16049,TRUE,Zoe,Lofgren,D,2004,50254,1,nan,nan,129222,0.7089
CA|16|Douglas Adams|McNea|2004,CA,16,H2CA16084,FALSE,Douglas Adams,McNea,R,2004,20411,1,nan,nan,47992,0.2633
CA|16|Markus |Welch|2004,CA,16,H4CA15041,FALSE,Markus ,Welch,LBT,2004,346,1,nan,nan,5067,0.0278
CA|17|Sam|Farr|2004,CA,17,H4CA17021,TRUE,Sam,Farr,D,2004,65809,0.9114,nan,nan,148958,0.6673
CA|17|Art|Dunn|2004,CA,17,H6CA16069,FALSE,Art,Dunn,D,2004,6401,0.0886,nan,nan,nan,nan
CA|17|Mark|Risley|2004,CA,17,H4CA17260,FALSE,Mark,Risley,R,2004,23139,0.7491,nan,nan,65117,0.2917
CA|17|Connor|Vlakancic|2004,CA,17,H8CA15067,FALSE,Connor,Vlakancic,R,2004,7751,0.2509,nan,nan,nan,nan
CA|17|Ray|Glock-Grueneich|2004,CA,17,H2CA17074,FALSE,Ray,Glock-Grueneich,GRN,2004,1656,1,nan,nan,3645,0.0163
CA|17|Joe |Williams|2004,CA,17,H4CA17278,FALSE,Joe ,Williams,PFP,2004,141,1,nan,nan,2823,0.0126
CA|17|Joel |Smolen|2004,CA,17,H4CA17286,FALSE,Joel ,Smolen,LBT,2004,482,1,nan,nan,2607,0.0117
CA|17|David Mauricio|Munoz|2004,CA,17,,FALSE,David Mauricio,Munoz,W,2004,nan,nan,nan,nan,75,0.0003
CA|18|Dennis A.|Cardoza|2004,CA,18,H2CA18056,TRUE,Dennis A.,Cardoza,D,2004,39565,1,nan,nan,103732,0.6749
"CA|18|Charles F.|Pringle, Sr|2004",CA,18,H4CA18045,FALSE,Charles F.,"Pringle, Sr",R,2004,16913,0.6856,nan,nan,49973,0.3251
CA|18|Audrey|Redmond|2004,CA,18,H4CA18052,FALSE,Audrey,Redmond,R,2004,7756,0.3144,nan,nan,nan,nan
CA|19|George|Radanovich|2004,CA,19,H2CA19054,TRUE,George,Radanovich,R,2004,65050,1,nan,nan,155354,0.6603
CA|19|James Lex|Bufford|2004,CA,19,H4CA19076,FALSE,James Lex,Bufford,D,2004,39637,1,nan,nan,64047,0.2722
CA|19|Larry R.|Mullen|2004,CA,19,H4CA19084,FALSE,Larry R.,Mullen,GRN,2004,540,1,nan,nan,15863,0.0674
CA|20|Jim|Costa|2004,CA,20,H4CA20082,FALSE,Jim,Costa,D,2004,24338,0.7317,nan,nan,61005,0.534
CA|20|Lisa|Quigley|2004,CA,20,H0CA20074,FALSE,Lisa,Quigley,D,2004,8925,0.2683,nan,nan,nan,nan
CA|20|Roy|Ashburn|2004,CA,20,H4CA20108,FALSE,Roy,Ashburn,R,2004,15394,0.7965,nan,nan,53231,0.466
CA|20|Gino L.|Martorana|2004,CA,20,H4CA20116,FALSE,Gino L.,Martorana,R,2004,3934,0.2035,nan,nan,nan,nan
CA|21|Devin G.|Nunes|2004,CA,21,H8CA20059,TRUE,Devin G.,Nunes,R,2004,59510,1,nan,nan,140721,0.7317
CA|21|Fred B.|Davis|2004,CA,21,H4CA21064,FALSE,Fred B.,Davis,D,2004,32271,1,nan,nan,51594,0.2683
CA|22|Bill|Thomas|2004,CA,22,H8CA18020,TRUE,Bill,Thomas,R,2004,78809,1,nan,nan,209384,1
CA|23|Lois|Capps|2004,CA,23,H8CA22089,TRUE,Lois,Capps,D,2004,64202,1,nan,nan,153980,0.6303
CA|23|Don|Regan|2004,CA,23,H2CA22116,FALSE,Don,Regan,R,2004,43738,1,nan,nan,83926,0.3435
CA|23|Michael|Favorite|2004,CA,23,H4CA23136,FALSE,Michael,Favorite,LBT,2004,490,1,nan,nan,6391,0.0262
CA|24|Elton|Gallegly|2004,CA,24,H6CA21028,TRUE,Elton,Gallegly,R,2004,78839,1,nan,nan,178660,0.6282
CA|24|Brett|Wagner|2004,CA,24,H4CA24118,FALSE,Brett,Wagner,D,2004,47259,1,nan,nan,96397,0.339
CA|24|Stuart A.|Bechman|2004,CA,24,H4CA24126,FALSE,Stuart A.,Bechman,GRN,2004,723,1,nan,nan,9321,0.0328
"CA|25|Howard P. ""Buck""|McKeon|2004",CA,25,H2CA25036,TRUE,"Howard P. ""Buck""",McKeon,R,2004,47727,1,nan,nan,145575,0.6442
"CA|25|Fred ""Tim""|Willoughby|2004",CA,25,H4CA25099,FALSE,"Fred ""Tim""",Willoughby,D,2004,15714,0.5609,nan,nan,80395,0.3558
CA|25|Bob|Conaway|2004,CA,25,H6CA40234,FALSE,Bob,Conaway,D,2004,12303,0.4391,nan,nan,nan,nan
CA|26|David|Dreier|2004,CA,26,H8CA35032,TRUE,David,Dreier,R,2004,53368,0.8356,nan,nan,134596,0.5358
CA|26|S. Sonny|Sardo|2004,CA,26,H4CA26113,FALSE,S. Sonny,Sardo,R,2004,10502,0.1644,nan,nan,nan,nan
CA|26|Cynthia M.|Matthews|2004,CA,26,H4CA26097,FALSE,Cynthia M.,Matthews,D,2004,21365,0.6186,nan,nan,107522,0.428
CA|26|Vicki Lynn|Johnson|2004,CA,26,H4CA26105,FALSE,Vicki Lynn,Johnson,D,2004,13171,0.3814,nan,nan,nan,nan
CA|26|Randall|Weissbuch|2004,CA,26,H4CA28083,FALSE,Randall,Weissbuch,LBT,2004,340,1,nan,nan,9089,0.0362
CA|27|Brad|Sherman|2004,CA,27,H6CA24113,TRUE,Brad,Sherman,D,2004,40350,1,nan,nan,125296,0.6227
CA|27|Robert M. |Levy|2004,CA,27,H2CA27180,FALSE,Robert M. ,Levy,R,2004,24883,1,nan,nan,66946,0.3327
CA|27|Eric J.|Carter|2004,CA,27,H4CA27103,FALSE,Eric J.,Carter,GRN,2004,335,1,nan,nan,8956,0.0445
CA|28|Howard L.|Berman|2004,CA,28,H2CA26026,TRUE,Howard L.,Berman,D,2004,33702,0.819,nan,nan,115303,0.7095
"CA|28|Charles R.|Coleman, Jr.|2004",CA,28,H4CA28069,FALSE,Charles R.,"Coleman, Jr.",D,2004,7448,0.181,nan,nan,nan,nan
