ID,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,CANDTOTAL,WINNER,RaceFundPerc
RICKRENZI2004AZ1,2004,AZ,RICK,RENZI,1,RICK RENZI,R,1411122,1,0.625016665
PAULBABBITT2004AZ1,2004,AZ,PAUL,BABBITT,1,PAUL BABBITT,D,846613,0,0.374983335
RANDYCAMACHO2004AZ2,2004,AZ,RANDY,CAMACHO,2,RANDY CAMACHO,D,71550,0,0.147446122
TRENTFRANKS2004AZ2,2004,AZ,TRENT,FRANKS,2,TRENT FRANKS,R,413712,1,0.852553878
JOHNSHADEGG2004AZ3,2004,AZ,JOHN,SHADEGG,3,JOHN SHADEGG,R,572624,1,1
EDPASTOR2004AZ4,2004,AZ,ED,PASTOR,4,ED PASTOR,D,554271,1,1
JHAYWORTH2004AZ5,2004,AZ,J,HAYWORTH,5,J D HAYWORTH,R,763426,1,1
JEFFFLAKE2004AZ6,2004,AZ,JEFF,FLAKE,6,JEFF FLAKE,R,387692,1,1
RAULGRIJALVA2004AZ7,2004,AZ,RAUL,GRIJALVA,7,RAUL M GRIJALVA,D,422803,1,1
JIMKOLBE2004AZ8,2004,AZ,JIM,KOLBE,8,JIM KOLBE,R,623231,1,0.928282153
EVABACAL2004AZ8,2004,AZ,EVA,BACAL,8,EVA K BACAL,D,48150,0,0.071717847
MIKETHOMPSON2004CA1,2004,CA,MIKE,THOMPSON,1,MIKE THOMPSON,D,589335,1,0.988510278
LAWRENCEWIESNER2004CA1,2004,CA,LAWRENCE,WIESNER,1,LAWRENCE R WIESNER,R,6850,0,0.011489722
ELLENTAUSCHER2004CA10,2004,CA,ELLEN,TAUSCHER,10,ELLEN O TAUSCHER,D,481221,1,0.956281634
JEFFKETELSON2004CA10,2004,CA,JEFF,KETELSON,10,JEFF KETELSON,R,22000,0,0.043718366
RICHARDPOMBO2004CA11,2004,CA,RICHARD,POMBO,11,RICHARD W POMBO,R,666352,1,0.923585277
JERRYMCNERNEY2004CA11,2004,CA,JERRY,MCNERNEY,11,JERRY MCNERNEY,D,55132,0,0.076414723
TOMLANTOS2004CA12,2004,CA,TOM,LANTOS,12,TOM LANTOS,D,1360236,1,0.992184257
PATGRAY2004CA12,2004,CA,PAT,GRAY,12,PAT GRAY,I,10715,0,0.007815743
GEORGEBRUNO2004CA13,2004,CA,GEORGE,BRUNO,13,GEORGE I BRUNO,R,13025,0,0.040023353
PETESTARK2004CA13,2004,CA,PETE,STARK,13,PETE STARK,D,312410,1,0.959976647
CHRISHAUGEN2004CA14,2004,CA,CHRIS,HAUGEN,14,CHRIS HAUGEN,R,24850,0,0.033313716
ANNAESHOO2004CA14,2004,CA,ANNA,ESHOO,14,ANNA ESHOO,D,721089,1,0.966686284
RAYMONDCHUKWU2004CA15,2004,CA,RAYMOND,CHUKWU,15,RAYMOND LEMMY CHUKWU,R,37650,0,0.101619982
MIKEHONDA2004CA15,2004,CA,MIKE,HONDA,15,MIKE HONDA,D,332848,1,0.898380018
ZOELOFGREN2004CA16,2004,CA,ZOE,LOFGREN,16,ZOE LOFGREN,D,376884,1,1
SAMFARR2004CA17,2004,CA,SAM,FARR,17,SAM FARR,D,388700,1,0.908495968
MARKRISLEY2004CA17,2004,CA,MARK,RISLEY,17,MARK RISLEY,R,39150,0,0.091504032
DENNISCARDOZA2004CA18,2004,CA,DENNIS,CARDOZA,18,DENNIS CARDOZA,D,552403,1,1
GEORGERADANOVICH2004CA19,2004,CA,GEORGE,RADANOVICH,19,GEORGE RADANOVICH,R,462140,1,1
WALLYHERGER2004CA2,2004,CA,WALLY,HERGER,2,WALLY HERGER,R,352915,1,1
ROYASHBURN2004CA20,2004,CA,ROY,ASHBURN,20,ROY ASHBURN,R,691952,0,0.379754602
JIMCOSTA2004CA20,2004,CA,JIM,COSTA,20,JIM COSTA,D,1130151,1,0.620245398
DEVINNUNES2004CA21,2004,CA,DEVIN,NUNES,21,DEVIN NUNES,R,612689,1,1
BILLTHOMAS2004CA22,2004,CA,BILL,THOMAS,22,BILL THOMAS,R,1279948,1,1
LOISCAPPS2004CA23,2004,CA,LOIS,CAPPS,23,LOIS CAPPS,D,638113,1,0.979921313
DONALDREGAN2004CA23,2004,CA,DONALD,REGAN,23,DONALD ERNEST REGAN,R,13075,0,0.020078687
ELTONGALLEGLY2004CA24,2004,CA,ELTON,GALLEGLY,24,ELTON GALLEGLY,R,312395,1,0.817999953
BRETTWAGNER2004CA24,2004,CA,BRETT,WAGNER,24,BRETT WAGNER,D,69506,0,0.182000047
FREDWILLOUGHBY2004CA25,2004,CA,FRED,WILLOUGHBY,25,FRED TIMOTHY WILLOUGHBY,D,5700,0,0.011976048
BUCKMCKEON2004CA25,2004,CA,BUCK,MCKEON,25,BUCK MCKEON,R,470250,1,0.988023952
CYNTHIAMATTHEWS2004CA26,2004,CA,CYNTHIA,MATTHEWS,26,CYNTHIA MATTHEWS,D,22650,0,0.033330881
DAVIDDREIER2004CA26,2004,CA,DAVID,DREIER,26,DAVID DREIER,R,656900,1,0.966669119
BRADSHERMAN2004CA27,2004,CA,BRAD,SHERMAN,27,BRAD SHERMAN,D,506871,1,0.999014528
DAVIDHERNANDEZ2004CA28,2004,CA,DAVID,HERNANDEZ,28,DAVID R HERNANDEZ,R,8100,0,0.014739332
HOWARDBERMAN2004CA28,2004,CA,HOWARD,BERMAN,28,HOWARD L BERMAN,D,541450,1,0.985260668
ADAMSCHIFF2004CA29,2004,CA,ADAM,SCHIFF,29,ADAM SCHIFF,D,792993,1,0.849635661
HARRYSCOLINOS2004CA29,2004,CA,HARRY,SCOLINOS,29,HARRY SCOLINOS,R,140340,0,0.150364339
DANLUNGREN2004CA3,2004,CA,DAN,LUNGREN,3,DAN LUNGREN,R,843616,1,0.943667392
GABRIELCASTILLO2004CA3,2004,CA,GABRIEL,CASTILLO,3,GABRIEL E CASTILLO,D,50360,0,0.056332608
HENRYWAXMAN2004CA30,2004,CA,HENRY,WAXMAN,30,HENRY WAXMAN,D,471143,1,0.920447463
VICTORELIZALDE2004CA30,2004,CA,VICTOR,ELIZALDE,30,VICTOR DAVID ELIZALDE,R,40720,0,0.079552537
XAVIERBECERRA2004CA31,2004,CA,XAVIER,BECERRA,31,XAVIER BECERRA,D,533271,1,1
HILDASOLIS2004CA32,2004,CA,HILDA,SOLIS,32,HILDA L SOLIS,D,398676,1,1
DIANEWATSON2004CA33,2004,CA,DIANE,WATSON,33,DIANE E WATSON,D,196950,1,1
LUCILLEROYBALALLARD2004CA34,2004,CA,LUCILLE,ROYBALALLARD,34,LUCILLE ROYBALALLARD,D,405985,1,1
MAXINEWATERS2004CA35,2004,CA,MAXINE,WATERS,35,MAXINE WATERS,D,219300,1,0.995460735
JANEHARMAN2004CA36,2004,CA,JANE,HARMAN,36,JANE HARMAN,D,718749,1,0.995174694
PAULWHITEHEAD2004CA36,2004,CA,PAUL,WHITEHEAD,36,PAUL WHITEHEAD,R,3485,0,0.004825306
JUANITAMILLENDERMCDONALD2004CA37,2004,CA,JUANITA,MILLENDERMCDONALD,37,JUANITA MILLENDERMCDONALD,D,287870,1,0.998266116
GRACENAPOLITANO2004CA38,2004,CA,GRACE,NAPOLITANO,38,GRACE NAPOLITANO,D,237299,1,1
TIMESCOBAR2004CA39,2004,CA,TIM,ESCOBAR,39,TIM ESCOBAR,R,284263,0,0.363638806
LINDASANCHEZ2004CA39,2004,CA,LINDA,SANCHEZ,39,LINDA SANCHEZ,D,497455,1,0.636361194
JOHNDOOLITTLE2004CA4,2004,CA,JOHN,DOOLITTLE,4,JOHN T DOOLITTLE,R,461622,1,1
EDROYCE2004CA40,2004,CA,ED,ROYCE,40,ED ROYCE,R,756601,1,1
JERRYLEWIS2004CA41,2004,CA,JERRY,LEWIS,41,JERRY LEWIS,R,945339,1,1
GARYMILLER2004CA42,2004,CA,GARY,MILLER,42,GARY MILLER,R,502763,1,1
EDWARDLANING2004CA43,2004,CA,EDWARD,LANING,43,EDWARD M LANING,R,17065,0,0.046164917
JOEBACA2004CA43,2004,CA,JOE,BACA,43,JOE BACA,D,352588,1,0.953835083
KENCALVERT2004CA44,2004,CA,KEN,CALVERT,44,KEN CALVERT,R,407335,1,0.99755103
RICHARDMEYER2004CA45,2004,CA,RICHARD,MEYER,45,RICHARD JOHN MEYER,D,14700,0,0.039565586
MARYMACK2004CA45,2004,CA,MARY,MACK,45,MARY BONO MACK,R,356835,1,0.960434414
DANAROHRABACHER2004CA46,2004,CA,DANA,ROHRABACHER,46,DANA ROHRABACHER,R,411076,1,0.912536961
JIMBRANDT2004CA46,2004,CA,JIM,BRANDT,46,JIM BRANDT,D,39400,0,0.087463039
ALEXANDRIACORONADO2004CA47,2004,CA,ALEXANDRIA,CORONADO,47,ALEXANDRIA A CORONADO,R,201775,0,0.221384096
LORETTASANCHEZ2004CA47,2004,CA,LORETTA,SANCHEZ,47,LORETTA SANCHEZ,D,709650,1,0.778615904
CHRISTOPHERCOX2004CA48,2004,CA,CHRISTOPHER,COX,48,CHRISTOPHER COX,R,739952,1,1
DARRELLISSA2004CA49,2004,CA,DARRELL,ISSA,49,DARRELL ISSA,R,457911,1,0.969901784
MIKEBYRON2004CA49,2004,CA,MIKE,BYRON,49,MIKE BYRON,D,14210,0,0.030098216
PATDRISCOLL2004CA5,2004,CA,PAT,DRISCOLL,5,PAT DRISCOLL,I,9866,0,0.010793035
ROBERTMATSUI2004CA5,2004,CA,ROBERT,MATSUI,5,ROBERT T MATSUI,D,904242,1,0.989206965
RANDYCUNNINGHAM2004CA50,2004,CA,RANDY,CUNNINGHAM,50,RANDY DUKE CUNNINGHAM,R,521501,1,0.853977497
FRANCINEBUSBY2004CA50,2004,CA,FRANCINE,BUSBY,50,FRANCINE P BUSBY,D,89172,0,0.146022503
BOBFILNER2004CA51,2004,CA,BOB,FILNER,51,BOB FILNER,D,498658,1,0.917818254
MICHAELGIORGINO2004CA51,2004,CA,MICHAEL,GIORGINO,51,MICHAEL STEVEN GIORGINO,R,44650,0,0.082181746
BRIANKELIHER2004CA52,2004,CA,BRIAN,KELIHER,52,BRIAN S KELIHER,D,3050,0,0.004431761
DUNCANHUNTER2004CA52,2004,CA,DUNCAN,HUNTER,52,DUNCAN HUNTER,R,685164,1,0.995568239
DARINHUNZEKER2004CA53,2004,CA,DARIN,HUNZEKER,53,DARIN HUNZEKER,R,4250,0,0.013764736
SUSANDAVIS2004CA53,2004,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,304510,1,0.986235264
LYNNWOOLSEY2004CA6,2004,CA,LYNN,WOOLSEY,6,LYNN WOOLSEY,D,374793,1,0.998002892
PAULERICKSON2004CA6,2004,CA,PAUL,ERICKSON,6,PAUL L ERICKSON,R,750,0,0.001997108
GEORGEMILLER2004CA7,2004,CA,GEORGE,MILLER,7,GEORGE MILLER,D,495048,1,1
NANCYPELOSI2004CA8,2004,CA,NANCY,PELOSI,8,NANCY PELOSI,D,1194481,1,1
CLAUDIABERMUDEZ2004CA9,2004,CA,CLAUDIA,BERMUDEZ,9,CLAUDIA BERMUDEZ,R,57575,0,0.112865822
BARBARALEE2004CA9,2004,CA,BARBARA,LEE,9,BARBARA LEE,D,452544,1,0.887134178
JAMESGRAY2004CAS,2004,CA,JAMES,GRAY,S,JAMES P GRAY,I,106890,0,0.012628524
DIANADEGETTE2004CO1,2004,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,456455,1,0.981191088
ROLANDCHICAS2004CO1,2004,CO,ROLAND,CHICAS,1,ROLAND F CHICAS,R,8750,0,0.018808912
STEVEHACKMAN2004CO2,2004,CO,STEVE,HACKMAN,2,STEVE HACKMAN,R,3600,0,0.007393958
MARKUDALL2004CO2,2004,CO,MARK,UDALL,2,MARK UDALL,D,483284,1,0.992606042
JOHNSALAZAR2004CO3,2004,CO,JOHN,SALAZAR,3,JOHN SALAZAR,D,984613,1,0.457220539
GREGWALCHER2004CO3,2004,CO,GREG,WALCHER,3,GREG WALCHER,R,1168862,0,0.542779461
MARILYNMUSGRAVE2004CO4,2004,CO,MARILYN,MUSGRAVE,4,MARILYN MUSGRAVE,R,930503,1,0.728164905
STANMATSUNAKA2004CO4,2004,CO,STAN,MATSUNAKA,4,STAN MATSUNAKA,D,346121,0,0.270856908
JOELHEFLEY2004CO5,2004,CO,JOEL,HEFLEY,5,JOEL HEFLEY,R,79034,1,0.942406754
FREDHARDEE2004CO5,2004,CO,FRED,HARDEE,5,FRED HARDEE,D,4830,0,0.057593246
TOMTANCREDO2004CO6,2004,CO,TOM,TANCREDO,6,TOM TANCREDO,R,292779,1,0.476409683
JOANNACONTI2004CO6,2004,CO,JOANNA,CONTI,6,JOANNA CONTI,D,321774,0,0.523590317
BOBBEAUPREZ2004CO7,2004,CO,BOB,BEAUPREZ,7,BOB BEAUPREZ,R,1712868,1,0.735130802
DAVIDTHOMAS2004CO7,2004,CO,DAVID,THOMAS,7,DAVID JEFFREY THOMAS,D,617150,0,0.264869198
JOHNLARSON2004CT1,2004,CT,JOHN,LARSON,1,JOHN B LARSON,D,424406,1,1
JAMESSULLIVAN2004CT2,2004,CT,JAMES,SULLIVAN,2,JAMES M SULLIVAN,D,626807,0,0.301097206
ROBSIMMONS2004CT2,2004,CT,ROB,SIMMONS,2,ROB SIMMONS,R,1452666,1,0.697812362
ROSADELAURO2004CT3,2004,CT,ROSA,DELAURO,3,ROSA L DELAURO,D,512497,1,0.984819282
RICHTERELSER2004CT3,2004,CT,RICHTER,ELSER,3,RICHTER RICK ELSER,R,7900,0,0.015180718
DIANEFARRELL2004CT4,2004,CT,DIANE,FARRELL,4,DIANE GOSS FARRELL,D,838610,0,0.385515528
CHRISTOPHERSHAYS2004CT4,2004,CT,CHRISTOPHER,SHAYS,4,CHRISTOPHER SHAYS,R,1336685,1,0.614484472
NANCYJOHNSON2004CT5,2004,CT,NANCY,JOHNSON,5,NANCY L JOHNSON,R,1661201,1,0.971398381
THERESAGERRATANA2004CT5,2004,CT,THERESA,GERRATANA,5,THERESA GERRATANA,D,48912,0,0.028601619
MICHAELCASTLE2004DE1,2004,DE,MICHAEL,CASTLE,1,MICHAEL N CASTLE,R,621514,1,0.996792374
JEFFMILLER2004FL1,2004,FL,JEFF,MILLER,1,JEFF MILLER,R,202079,1,1
ROBERTDERRY2004FL10,2004,FL,ROBERT,DERRY,10,ROBERT DEAN DERRY,D,17990,0,0.038995101
CYOUNG2004FL10,2004,FL,C,YOUNG,10,C W BILL YOUNG,R,443350,1,0.961004899
JIMDAVIS2004FL11,2004,FL,JIM,DAVIS,11,JIM DAVIS,D,418458,1,1
ADAMPUTNAM2004FL12,2004,FL,ADAM,PUTNAM,12,ADAM H PUTNAM,R,545253,1,0.992265738
BOBHAGENMAIER2004FL12,2004,FL,BOB,HAGENMAIER,12,BOB HAGENMAIER,D,4250,0,0.007734262
JANSCHNEIDER2004FL13,2004,FL,JAN,SCHNEIDER,13,JAN SCHNEIDER,D,234315,0,0.123059107
KATHERINEHARRIS2004FL13,2004,FL,KATHERINE,HARRIS,13,KATHERINE HARRIS,R,1669770,1,0.876940893
CONNIEMACK2004FL14,2004,FL,CONNIE,MACK,14,CONNIE MACK,R,1171937,1,0.992597467
ROBERTNEELD2004FL14,2004,FL,ROBERT,NEELD,14,ROBERT M NEELD JR,D,8740,0,0.007402533
DAVEWELDON2004FL15,2004,FL,DAVE,WELDON,15,DAVE WELDON,R,625074,1,0.991277788
MARKFOLEY2004FL16,2004,FL,MARK,FOLEY,16,MARK FOLEY,R,1254740,1,1
KENDRICKMEEK2004FL17,2004,FL,KENDRICK,MEEK,17,KENDRICK B MEEK,D,394042,1,1
ILEANAROSLEHTINEN2004FL18,2004,FL,ILEANA,ROSLEHTINEN,18,ILEANA ROSLEHTINEN,R,475199,1,0.995183236
SAMUELSHELDON2004FL18,2004,FL,SAMUEL,SHELDON,18,SAMUEL MARTIN SHELDON,D,2300,0,0.004816764
ALLENBOYD2004FL2,2004,FL,ALLEN,BOYD,2,ALLEN BOYD,D,966199,1,0.593240174
BEVKILMER2004FL2,2004,FL,BEV,KILMER,2,BEV KILMER,R,662482,0,0.406759826
DEBBIESCHULTZ2004FL20,2004,FL,DEBBIE,SCHULTZ,20,DEBBIE WASSERMAN SCHULTZ,D,993538,1,0.985791649
MARGARETHOSTETTER2004FL20,2004,FL,MARGARET,HOSTETTER,20,MARGARET HOSTETTER,R,14320,0,0.014208351
LINCOLNDIAZBALART2004FL21,2004,FL,LINCOLN,DIAZBALART,21,LINCOLN DIAZBALART,R,332525,1,0.988563257
FRANKGONZALEZ2004FL21,2004,FL,FRANK,GONZALEZ,21,FRANK GONZALEZ,I,3847,0,0.011436743
ESHAW2004FL22,2004,FL,E,SHAW,22,E CLAY SHAW JR,R,961968,1,0.984948826
JACKMCLAIN2004FL22,2004,FL,JACK,MCLAIN,22,JACK MCLAIN,I,6450,0,0.006604087
ROBINRORAPAUGH2004FL22,2004,FL,ROBIN,RORAPAUGH,22,ROBIN RORAPAUGH,D,8250,0,0.008447087
CORRINEBROWN2004FL3,2004,FL,CORRINE,BROWN,3,CORRINE BROWN,D,275425,1,1
ANDERCRENSHAW2004FL4,2004,FL,ANDER,CRENSHAW,4,ANDER CRENSHAW,R,373610,1,0.997330557
GINNYBROWNWAITE2004FL5,2004,FL,GINNY,BROWNWAITE,5,GINNY BROWNWAITE,R,574234,1,0.882237081
ROBERTWHITTEL2004FL5,2004,FL,ROBERT,WHITTEL,5,ROBERT GODSON WHITTEL,D,76650,0,0.117762919
CLIFFSTEARNS2004FL6,2004,FL,CLIFF,STEARNS,6,CLIFF STEARNS,R,437759,1,0.904720571
DAVIDBRUDERLY2004FL6,2004,FL,DAVID,BRUDERLY,6,DAVID E BRUDERLY,D,46102,0,0.095279429
RICKELLER2004FL8,2004,FL,RIC,KELLER,8,RIC KELLER,R,382289,1,0.947575718
STEPHENMURRAY2004FL8,2004,FL,STEPHEN,MURRAY,8,STEPHEN THOMAS MURRAY,D,21150,0,0.052424282
DENNISBRADLEY2004FLS,2004,FL,DENNIS,BRADLEY,S,DENNIS BRADLEY,I,850,0,6.78E-05
JACKKINGSTON2004GA1,2004,GA,JACK,KINGSTON,1,JACK KINGSTON,R,525377,1,1
NATHANDEAL2004GA10,2004,GA,NATHAN,DEAL,10,NATHAN DEAL,R,287322,1,1
PHILGINGREY2004GA11,2004,GA,PHIL,GINGREY,11,PHIL GINGREY,R,1411548,1,0.885211174
RICKCRAWFORD2004GA11,2004,GA,RICK,CRAWFORD,11,RICK CRAWFORD,D,183041,0,0.114788826
MAXBURNS2004GA12,2004,GA,MAX,BURNS,12,MAX BURNS,R,1456002,0,0.521073941
JOHNBARROW2004GA12,2004,GA,JOHN,BARROW,12,JOHN BARROW,D,1338231,1,0.478926059
DAVIDSCOTT2004GA13,2004,GA,DAVID,SCOTT,13,DAVID SCOTT,D,724986,1,1
SANFORDBISHOP2004GA2,2004,GA,SANFORD,BISHOP,2,SANFORD BISHOP,D,430748,1,0.977976969
DAVIDEVERSMAN2004GA2,2004,GA,DAVID,EVERSMAN,2,DAVID ALAN EVERSMAN SR,R,9700,0,0.022023031
JIMMARSHALL2004GA3,2004,GA,JIM,MARSHALL,3,JIM MARSHALL,D,909920,1,0.616838877
CALDERCLAY2004GA3,2004,GA,CALDER,CLAY,3,CALDER CLAY,R,565214,0,0.383161123
CYNTHIAMCKINNEY2004GA4,2004,GA,CYNTHIA,MCKINNEY,4,CYNTHIA MCKINNEY,D,304005,1,0.937841273
CATHERINEDAVIS2004GA4,2004,GA,CATHERINE,DAVIS,4,CATHERINE DAVIS,R,20149,0,0.062158727
JOHNLEWIS2004GA5,2004,GA,JOHN,LEWIS,5,JOHN LEWIS,D,362800,1,1
JOHNLINDER2004GA7,2004,GA,JOHN,LINDER,7,JOHN LINDER,R,444294,1,1
LYNNWESTMORELAND2004GA8,2004,GA,LYNN,WESTMORELAND,8,LYNN A WESTMORELAND,R,1061069,1,0.984238369
SILVIADELAMAR2004GA8,2004,GA,SILVIA,DELAMAR,8,SILVIA DELAMAR,D,16992,0,0.015761631
ROBERTELLIS2004GA9,2004,GA,ROBERT,ELLIS,9,ROBERT JAMES ELLIS,D,53810,0,0.073779438
CHARLESNORWOOD2004GA9,2004,GA,CHARLES,NORWOOD,9,CHARLES W NORWOOD,R,675526,1,0.926220562
NEILABERCROMBIE2004HI1,2004,HI,NEIL,ABERCROMBIE,1,NEIL ABERCROMBIE,D,784009,1,0.897926204
DALTONTANONAKA2004HI1,2004,HI,DALTON,TANONAKA,1,DALTON ICHIRO TANONAKA,R,89124,0,0.102073796
EDCASE2004HI2,2004,HI,ED,CASE,2,ED CASE,D,366586,1,0.607118429
MIKEGABBARD2004HI2,2004,HI,MIKE,GABBARD,2,MIKE GABBARD,R,237227,0,0.392881571
CAMCAVASSO2004HIS,2004,HI,CAM,CAVASSO,S,CAM CAVASSO,R,27400,0,0.021993476
BILLGLUBA2004IA1,2004,IA,BILL,GLUBA,1,BILL GLUBA,D,277386,0,0.219182001
JIMNUSSLE2004IA1,2004,IA,JIM,NUSSLE,1,JIM NUSSLE,R,988165,1,0.780817999
DAVIDFRANKER2004IA2,2004,IA,DAVID,FRANKER,2,DAVID WILLIAM FRANKER,D,47626,0,0.175562895
JIMLEACH2004IA2,2004,IA,JIM,LEACH,2,JIM LEACH,R,223650,1,0.824437105
LEONARDBOSWELL2004IA3,2004,IA,LEONARD,BOSWELL,3,LEONARD BOSWELL,D,968723,1,0.637152606
STANTHOMPSON2004IA3,2004,IA,STAN,THOMPSON,3,STAN THOMPSON,R,551671,0,0.362847394
TOMLATHAM2004IA4,2004,IA,TOM,LATHAM,4,TOM LATHAM,R,709485,1,0.872562584
PAULJOHNSON2004IA4,2004,IA,PAUL,JOHNSON,4,PAUL W JOHNSON,D,103620,0,0.127437416
STEVENKING2004IA5,2004,IA,STEVEN,KING,5,STEVEN A KING,R,266828,1,0.929351612
JOYCESCHULTE2004IA5,2004,IA,JOYCE,SCHULTE,5,JOYCE SCHULTE,D,20284,0,0.070648388
COTTER2004ID1,2004,ID,C,OTTER,1,C L BUTCH OTTER,R,342192,1,0.971606397
LINWHITWORTH2004ID2,2004,ID,LIN,WHITWORTH,2,LIN WHITWORTH,D,38627,0,0.092341271
MIKESIMPSON2004ID2,2004,ID,MIKE,SIMPSON,2,MIKE SIMPSON,R,379680,1,0.907658729
SCOTTMCCLURE2004IDS,2004,ID,SCOTT,MCCLURE,S,SCOTT FREDRICK MCCLURE,D,6500,0,0.004793383
BOBBYRUSH2004IL1,2004,IL,BOBBY,RUSH,1,BOBBY L RUSH,D,335553,1,1
LEEGOODMAN2004IL10,2004,IL,LEE,GOODMAN,10,LEE GOODMAN,D,43963,0,0.037061547
MARKKIRK2004IL10,2004,IL,MARK,KIRK,10,MARK KIRK,R,1142253,1,0.962938453
TARIRENNER2004IL11,2004,IL,TARI,RENNER,11,TARI RENNER,D,169846,0,0.174096746
JERRYWELLER2004IL11,2004,IL,JERRY,WELLER,11,JERRY WELLER,R,805738,1,0.825903254
JERRYCOSTELLO2004IL12,2004,IL,JERRY,COSTELLO,12,JERRY F COSTELLO,D,560450,1,0.995682916
ERINZWEIGART2004IL12,2004,IL,ERIN,ZWEIGART,12,ERIN RENEE ZWEIGART,R,2430,0,0.004317084
JUDYBIGGERT2004IL13,2004,IL,JUDY,BIGGERT,13,JUDY BIGGERT,R,413155,1,0.97383649
GLORIAANDERSEN2004IL13,2004,IL,GLORIA,ANDERSEN,13,GLORIA SCHOR ANDERSEN,D,11100,0,0.02616351
DAVIDGILL2004IL15,2004,IL,DAVID,GILL,15,DAVID GILL,D,33850,0,0.099775101
TIMOTHYJOHNSON2004IL15,2004,IL,TIMOTHY,JOHNSON,15,TIMOTHY JOHNSON,R,305413,1,0.900224899
DONMANZULLO2004IL16,2004,IL,DON,MANZULLO,16,DON MANZULLO,R,762409,1,0.999475622
JOHNKUTSCH2004IL16,2004,IL,JOHN,KUTSCH,16,JOHN KUTSCH,D,400,0,0.000524378
ANDREAZINGA2004IL17,2004,IL,ANDREA,ZINGA,17,ANDREA LANE ZINGA,R,105859,0,0.206678355
LANEEVANS2004IL17,2004,IL,LANE,EVANS,17,LANE EVANS,D,406333,1,0.793321645
RAYLAHOOD2004IL18,2004,IL,RAY,LAHOOD,18,RAY LAHOOD,R,624188,1,1
JOHNSHIMKUS2004IL19,2004,IL,JOHN,SHIMKUS,19,JOHN M SHIMKUS,R,512634,1,0.959568279
TIMBAGWELL2004IL19,2004,IL,TIM,BAGWELL,19,TIM BAGWELL,D,21600,0,0.040431721
JESSEJACKSON2004IL2,2004,IL,JESSE,JACKSON,2,JESSE JACKSON JR,D,561172,1,1
DANIELLIPINSKI2004IL3,2004,IL,DANIEL,LIPINSKI,3,DANIEL LIPINSKI,D,154075,1,1
LUISGUTIERREZ2004IL4,2004,IL,LUIS,GUTIERREZ,4,LUIS V GUTIERREZ,D,225775,1,1
RAHMEMANUEL2004IL5,2004,IL,RAHM,EMANUEL,5,RAHM EMANUEL,D,1331941,1,1
HENRYHYDE2004IL6,2004,IL,HENRY,HYDE,6,HENRY J HYDE,R,329455,1,0.830453447
CHRISTINECEGELIS2004IL6,2004,IL,CHRISTINE,CEGELIS,6,CHRISTINE CEGELIS,D,67262,0,0.169546553
ANTONIODAVISFAIRMAN2004IL7,2004,IL,ANTONIO,DAVISFAIRMAN,7,ANTONIO TYRONE DAVISFAIRMAN,R,25025,0,0.075055711
DANNYDAVIS2004IL7,2004,IL,DANNY,DAVIS,7,DANNY K DAVIS,D,308394,1,0.924944289
PHILCRANE2004IL8,2004,IL,PHIL,CRANE,8,PHIL CRANE,R,1025027,0,0.527145477
